"id","age","sex","race","hispanic","region","educ","paeduc","maeduc","relig","happy","income","polviews","partyid","grass","commute","wrkstat","wrkslf","wrkgovt","marital","confinan","conclerg","coneduc","conpress","conjudge","consci","conlegis","conarmy","joblose","jobfind","satjob"
2442,"68","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","7","12","NONE","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","VERY EASY","VERY SATISFIED"
2443,"77","MALE","WHITE","NOT HISPANIC","PACIFIC","17","10","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","STRONG DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,"22","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","15","5","1","CATHOLIC","VERY HAPPY","DK","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",NA,NA,NA
2445,"21","FEMALE","OTHER","NOT HISPANIC","PACIFIC","15",NA,"19","BUDDHISM","PRETTY HAPPY","$5000 TO 5999","LIBERAL","NOT STR DEMOCRAT","NOT LEGAL",NA,"SCHOOL",NA,NA,"NEVER MARRIED","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2446,"58","FEMALE","WHITE","NOT HISPANIC","PACIFIC","18","18","18","BUDDHISM","VERY HAPPY","$25000 OR MORE","LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2447,"24","FEMALE","WHITE","NOT HISPANIC","PACIFIC","15",NA,"14","NONE","PRETTY HAPPY","$10000 - 14999","LIBERAL","IND,NEAR DEM","LEGAL",NA,"SCHOOL",NA,NA,"NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY",NA,NA,NA
2448,"23","MALE","WHITE","NOT HISPANIC","PACIFIC","15","12","16","NONE","PRETTY HAPPY","DK","MODERATE","IND,NEAR DEM",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY","A LITTLE DISSAT"
2449,"53","FEMALE","WHITE","NOT HISPANIC","PACIFIC","17","9","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2450,"70","MALE","WHITE","NOT HISPANIC","PACIFIC","13","5","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,"45","MALE","WHITE","NOT HISPANIC","PACIFIC","9","9","9","OTHER","PRETTY HAPPY","$10000 - 14999","MODERATE","OTHER PARTY","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2452,"72","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","OTHER PARTY","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2453,"23","MALE","WHITE","NOT HISPANIC","PACIFIC","15","16","12","PROTESTANT","PRETTY HAPPY","$10000 - 14999","SLIGHTLY LIBERAL",NA,NA,NA,"SCHOOL","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2454,"19","MALE","WHITE","NOT HISPANIC","PACIFIC","13","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2455,"70","MALE","WHITE","NOT HISPANIC","PACIFIC","13","9","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","OTHER PARTY",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2456,"53","MALE","WHITE","NOT HISPANIC","PACIFIC","14","DK","12","NONE","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2457,"85","MALE","WHITE","NOT HISPANIC","PACIFIC","10","4","DK","NONE","NOT TOO HAPPY","$15000 - 19999","CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2458,"57","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","12","13","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","NOT EASY","VERY SATISFIED"
2459,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,"20","PROTESTANT","PRETTY HAPPY","REFUSED","MODERATE","INDEPENDENT","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2460,"64","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","12","10","NONE","PRETTY HAPPY","$10000 - 14999","LIBERAL","IND,NEAR DEM","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2461,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,"12","NONE","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","A LITTLE DISSAT"
2462,"51","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","12","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","SEPARATED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2463,"36","FEMALE","WHITE","NOT HISPANIC","PACIFIC","19","13","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2464,"20","FEMALE","WHITE","NOT HISPANIC","PACIFIC","13",NA,"12","NONE","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"SCHOOL",NA,NA,"NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,NA
2465,"26","MALE","WHITE","NOT HISPANIC","PACIFIC","11",NA,"13","CHRISTIAN","NOT TOO HAPPY","$10000 - 14999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","SOMEWHAT EASY","VERY DISSATISFIED"
2466,"64","MALE","WHITE","NOT HISPANIC","PACIFIC","12","16","8","NONE","PRETTY HAPPY","$10000 - 14999","SLGHTLY CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2467,"46","FEMALE","WHITE","NOT HISPANIC","PACIFIC","20","13","14","NONE","VERY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR REP",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
2468,"25","FEMALE","WHITE","NOT HISPANIC","PACIFIC","15","16",NA,"NONE","VERY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2469,"69","MALE","WHITE","NOT HISPANIC","PACIFIC","16","14","10","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","LIBERAL","OTHER PARTY",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2470,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,"12","PROTESTANT","VERY HAPPY","DK","EXTREMELY LIBERAL","NOT STR DEMOCRAT",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2471,"65","FEMALE","OTHER","NOT HISPANIC","PACIFIC","7","DK",NA,"CATHOLIC","VERY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","GOVERNMENT","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOD. SATISFIED"
2472,"26","MALE","WHITE","NOT HISPANIC","PACIFIC","16","16","16","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","OTHER PARTY","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","NOT LIKELY","VERY EASY","VERY SATISFIED"
2473,"25","MALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,"12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"A LITTLE DISSAT"
2474,"26","MALE","WHITE","NOT HISPANIC","PACIFIC","14","18","16","NONE","PRETTY HAPPY","$8000 TO 9999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","DK",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","NOT LIKELY","VERY EASY","VERY SATISFIED"
2475,"55","MALE","BLACK","NOT HISPANIC","PACIFIC","14","DK","DK","PROTESTANT","PRETTY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2476,"34","MALE","WHITE","NOT HISPANIC","PACIFIC","14",NA,"13","PROTESTANT","PRETTY HAPPY","$20000 - 24999","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2477,"39","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","14","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
2478,"61","MALE","WHITE","NOT HISPANIC","PACIFIC","20","12","12","BUDDHISM","PRETTY HAPPY","REFUSED","EXTREMELY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","HARDLY ANY","NOT LIKELY","VERY EASY","VERY SATISFIED"
2479,"48","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT",NA,NA,"TEMP NOT WORKING","SOMEONE ELSE","GOVERNMENT","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
2480,"46","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","3",NA,"18","PROTESTANT","PRETTY HAPPY","$20000 - 24999","CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","DK","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2481,"73","MALE","WHITE","NOT HISPANIC","PACIFIC","15","12","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,"83","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12","10","10","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","OTHER PARTY","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2483,"78","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","14","6","DK","CATHOLIC","PRETTY HAPPY","$25000 OR MORE",NA,"STRONG DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484,"56","MALE","WHITE","NOT HISPANIC","PACIFIC","14","12","13","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",NA,NA,NA
2485,"61","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","12","PROTESTANT","NOT TOO HAPPY","$10000 - 14999","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2486,"50","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12","16","12","PROTESTANT","VERY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
2487,"57","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12","18","14","PROTESTANT","NOT TOO HAPPY","$20000 - 24999","MODERATE","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,"VERY LIKELY","NOT EASY",NA
2488,"78","MALE","WHITE","NOT HISPANIC","PACIFIC","10","12","DK","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","STRONG DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2489,"31","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","12","16","PROTESTANT","PRETTY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY","VERY SATISFIED"
2490,"73","MALE","WHITE","NOT HISPANIC","PACIFIC","19","16","16","BUDDHISM","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","LEGAL",NA,"TEMP NOT WORKING","SELF-EMPLOYED","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",NA,NA,"VERY SATISFIED"
2491,"67","MALE","WHITE","NOT HISPANIC","PACIFIC","14","8","4","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2492,"81","MALE","WHITE","NOT HISPANIC","PACIFIC","10","7","8","PROTESTANT","VERY HAPPY","$10000 - 14999","SLGHTLY CONSERVATIVE","IND,NEAR REP",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2493,"71","FEMALE","WHITE","NOT HISPANIC","PACIFIC","20","10","12","BUDDHISM","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","WIDOWED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2494,"55","FEMALE","WHITE","NOT HISPANIC","PACIFIC","13","DK","DK","PROTESTANT","NOT TOO HAPPY","$3000 TO 3999","CONSERVATIVE","NOT STR DEMOCRAT","NOT LEGAL",NA,"KEEPING HOUSE",NA,NA,"WIDOWED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",NA,NA,"VERY SATISFIED"
2495,"58","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"RETIRED","SELF-EMPLOYED","PRIVATE","DIVORCED","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2496,"37","FEMALE","WHITE","NOT HISPANIC","PACIFIC","13","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
2497,"43","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","6","0","3","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","NOT LEGAL",NA,"KEEPING HOUSE",NA,NA,"MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"DK"
2498,"46","FEMALE","OTHER","NOT HISPANIC","PACIFIC","13","11","14","CATHOLIC","VERY HAPPY","REFUSED","CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2499,"42","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","IND,NEAR REP",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
2500,"45","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","12","16","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2501,"49","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","15",NA,"3","CATHOLIC","NOT TOO HAPPY","REFUSED","MODERATE","NOT STR DEMOCRAT",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2502,"50","FEMALE","BLACK","NOT HISPANIC","PACIFIC","20","17","16","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","DIVORCED","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2503,"76","MALE","OTHER","NOT HISPANIC","PACIFIC","9","0","0","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","WIDOWED","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,NA
2504,"63","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","10",NA,"12","PROTESTANT","PRETTY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","DIVORCED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2505,"28","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12",NA,"10","PROTESTANT","PRETTY HAPPY","$10000 - 14999","MODERATE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY",NA
2506,"51","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12","DK","DK","PROTESTANT","PRETTY HAPPY","$5000 TO 5999","MODERATE","INDEPENDENT","LEGAL",NA,"KEEPING HOUSE",NA,NA,"MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2507,"35","MALE","WHITE","NOT HISPANIC","MOUNTAIN","11",NA,"13","NONE","VERY HAPPY","$15000 - 19999","EXTREMELY LIBERAL","IND,NEAR DEM","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2508,"54","MALE","WHITE","NOT HISPANIC","MOUNTAIN","12","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"VERY LIKELY","VERY EASY","VERY SATISFIED"
