PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
10911,10881,0.3,10881,6.1,22.3,22.1,50.8,95.4,0.5,1.5,0.4,0.1,2.1,1.4,94.2,86.7,1.3,1.5,79.8,9.8,1120,21.2,5428,76.1,3,72400,4572,2.37,16331,27743,27.7,210,1721,3.4,772,1002,0,0,0,0,0,26.3,0,14176,90916,8789,5890,2,789.8,13.8
1970,2044,-3.6,2044,5.9,23.6,20.9,48,97,0.7,0.4,0.4,0,1.5,4.1,93.1,92.1,0.1,2.1,94.3,18,161,18.2,1279,76.4,4,104100,767,2.57,23266,45893,8,61,270,0,187,0,0,0,0,0,0,0,0,0,2343,1195,1749,6,458.16,4.5
11332,10425,8.7,10425,9.7,32,10.5,49.7,38.1,0.3,58,0.4,0,3.3,2.5,37.3,90.3,0.8,3.1,83.9,13.7,504,13.6,4080,58.9,8.4,70100,3264,3.21,16888,36920,26.6,233,2378,19.3,545,673,0,0,0,0,0,0,0,66280,99861,9869,9667,12,2354.79,4.4
10341,10170,1.7,10170,7.8,27.8,8.6,48.2,97,0.4,0.7,0.5,0.2,1.2,17.7,80.4,83.3,10.2,16.1,87.8,34.4,420,26,5503,72.1,13.7,222700,3583,2.82,22436,53931,11.7,418,1882,5.1,1293,1459,0,0,0,0,0,0,0,0,84074,9987,10730,28,449.46,22.6
17477,14786,18.2,14786,9.3,30.6,9.9,48.9,93.9,2.2,1.5,0.9,0,1.4,54.6,41.6,85.2,14.4,40.5,73.6,14.2,972,23.2,6041,78.1,5.3,88600,5217,2.97,27429,57825,12.5,408,5388,2.6,1149,1214,0,0,0,0,14.7,29.3,0,0,98318,7480,14944,155,1500.71,9.9
1117,1061,5.3,1059,5.2,23,21.2,44.1,96,0.4,1.4,0.5,0.1,1.6,4.2,93,85.1,1.8,1.8,86,18.8,108,15,1154,74.1,1.8,162500,305,2.37,22811,46917,8.6,23,74,0,77,0,0,0,0,0,0,0,0,0,0,0,6358,7,696.98,1.5
19442,19571,-0.7,19568,7.1,24.8,17,51.1,62.6,35.9,0.2,0.3,0.1,1,2.1,61.2,91.2,0.3,1,76.5,14.2,1460,27.3,8505,83,2.5,71800,7036,2.73,17241,33381,29.9,328,3932,1.3,1430,1495,12.3,0,0,0,0,20.1,0,66560,171612,8453,11175,8,413.79,47.3
8445,8216,2.8,8216,3.9,16.9,25.6,50.3,93.3,0.7,3.4,0.5,0,2.1,3,90.8,87.8,1.1,3.4,93.6,27.7,1183,28.4,4870,80,5.4,192000,3731,2.12,28356,50074,10.3,274,1314,-4.2,888,1225,0,0,0,0,0,0,0,0,51478,6529,27837,86,1557,5.3
56047,55186,1.6,55186,6.5,25.6,13.3,50.4,92,4.4,0.6,1.1,0.4,1.4,15.2,78.2,85.8,9.3,14.6,73.4,14.2,3094,23,22254,66.8,15,116100,19066,2.88,19177,40926,21,986,18965,6.2,3429,4842,0,0,2.6,0,0,20.4,2528116,0,659417,12680,62480,63,355.81,155.1
396962,379437,4.6,379448,3.7,15,33.9,52.2,91.6,5,0.3,1.6,0.1,1.5,8.7,83.7,84.8,12,13,91.9,30.8,47357,21.9,230987,74.5,25,175000,170555,2.21,32313,49052,12.2,12905,127514,1.7,38127,46390,2.1,0.2,1.5,0,5.3,26.2,1366676,1560297,5599478,15181,844369,2093,555.87,682.6
25772,25535,0.9,25535,6.2,22.7,19.1,50.3,83.1,0.5,13,0.9,0.1,2.4,12.2,73.2,82,2.3,13.4,89.9,27.3,2319,22.6,11981,70.5,8.4,189400,10688,2.36,23548,43188,19.3,758,6746,0,2219,3068,0,2.1,0,0,0,31.4,0,52094,301379,12003,84913,15,2029.53,12.6
78043,75674,3.1,75674,5.8,21.5,15.4,51.6,88.4,7.7,0.4,1.5,0,2,2.2,86.6,81,2.3,3.9,87.7,27.4,5919,18.6,33025,66.5,20.5,137500,29411,2.47,23751,46516,15.8,2377,39716,4.9,5196,7342,2.5,0,0,0,0,24.6,0,1791992,1353015,18626,145859,187,578.54,130.8
78117,75643,3.3,75643,6.8,25.1,12.7,50.8,85.7,10.9,1,0.7,0.1,1.6,20.7,66.5,80.5,6.8,16.6,75.1,8.8,5416,34.1,29505,78.1,5.3,84400,24844,2.82,19740,47228,18.4,1031,12382,4.5,4662,5296,0,0,0,0,9,0,0,151545,653043,8729,48868,300,1158.42,65.3
6644,6489,2.4,6489,6.2,24.5,18.8,50.9,97.7,0.3,0.4,0.5,0,1,5.4,92.9,83.6,2.4,4.8,91.4,26.4,590,19.2,2928,73.3,7,96400,2621,2.44,27796,56466,4.9,173,1957,0.1,472,463,0,0,0,0,0,0,0,151673,29729,4523,2798,13,516.24,12.6
108101,107494,0.6,107449,7.3,28,15.8,49.8,51,1.3,44.9,0.7,0.1,2,11.1,42.2,86.6,2.6,36.8,80.6,14.9,7144,22.3,57408,72,7.7,112200,34343,3.05,16626,36927,30.3,1692,16802,-0.8,5261,6709,0,11.8,0,0,0,24.7,0,209493,1237467,11148,191458,191,9950.42,10.8
77916,75403,3.3,75403,5.8,23.3,17.1,51.7,90.9,0.8,2.5,2,0.3,3.4,13,79.5,82.3,7.3,12.8,89.8,29,6818,24.5,30607,65.4,20.6,217400,28239,2.62,24426,52808,16.5,1336,12758,11.1,3911,5614,0,1.8,0,0,4.3,28.8,416672,70305,375062,5007,0,246,740.79,101.8
3197,3307,-3.3,3307,4.3,19.5,24.2,50.4,97.1,0.4,0.8,0.2,0,1.5,3.3,94.2,88,0.9,3.6,90.7,19.4,315,21.6,1861,75,4.2,57300,1529,2.07,24175,42610,12.8,99,1105,10.9,292,199,0,0,0,0,0,0,0,27743,30704,9689,901,1,717.76,4.6
87340,82916,5.3,82916,5.7,21.1,12.7,51.5,91.9,4.7,0.3,1.1,0.1,1.9,2.3,90,79.1,2.1,3,85.2,28,5769,22.4,35817,60.5,27.7,141100,31484,2.49,21800,42312,21.4,1655,21774,-0.8,5430,6400,0,0,1.3,0,0,27.2,0,242111,975986,12008,127253,225,437.29,189.6
25957,26168,-0.8,26168,5,20.1,20.4,49.9,96.9,0.5,0.7,0.5,0.1,1.3,1.4,95.8,88.6,1.4,2.6,93.8,20,2815,15.2,13995,81.2,8.8,85500,11432,2.25,24611,44136,12.7,883,12202,-4.5,1435,2614,0,0,0,0,0,0,0,0,417302,15399,28601,32,761.4,34.4
55713,53508,4.1,53498,5.4,22.9,14.1,50.8,88.6,6.8,0.3,1.8,0.1,2.5,5.5,83.7,85.4,4.9,6.1,87.7,27.6,4753,38.9,22564,75.1,9.2,214400,19889,2.65,29605,65304,11.2,826,13502,0.3,3454,3743,3.9,0.8,2.2,0,4,36.8,0,0,455710,8932,71937,200,209.64,255.2
3247,3151,3,3151,6.5,24.2,19.5,48.3,95.8,0.3,2.5,0.2,0,1.1,4.7,92.7,90.1,0.5,3.2,89.1,20.7,243,14.2,1739,77.2,7.3,115100,1354,2.28,32045,56964,8.2,157,1171,-7.7,282,484,0,0,0,0,0,16.9,0,80739,63487,21609,3889,7,1161.81,2.7
415123,413143,0.5,412992,6.7,24,14.5,52.2,60.1,35.3,1,2,0.1,1.5,2.8,57.8,85.8,3.2,5,83.9,20.7,33586,23.9,181611,66.6,17.4,124300,155178,2.6,22501,43028,19.8,8567,147574,-0.4,29500,34836,18.8,0,2.4,0,1.2,29.5,12407151,3268730,5225494,12895,562436,746,1229.44,335.9
8430,8895,-5.2,8895,5.7,21.9,23.4,49.8,93.6,2.8,1.3,0.5,0,1.7,17.7,77.5,94.1,0.7,4,82.3,15,799,23.3,5527,67.9,9.9,60900,3478,2.48,18967,31373,27.6,218,1444,-7.7,755,1174,0,0,0,0,0,26.3,0,16164,47942,5646,5096,0,1261.95,7
6065,6091,-0.4,6091,5.9,23.9,18,47.9,96.8,0.9,0.5,0.2,0,1.5,3.1,94.1,88.3,1,1.9,92.3,21,493,26,2774,81,5.7,93400,2408,2.47,26614,58396,9.5,132,893,4.4,490,609,0,0,0,0,0,35.6,0,47967,19295,3232,1533,5,720.73,8.5
34735,36031,-3.6,36031,5.1,20.3,17.5,47.2,92.1,5.3,0.3,0.9,0,1.3,5.8,87,87.4,2.3,5.1,86.4,16,2900,22.2,15038,73.9,15.9,112100,13504,2.45,25409,50060,10.7,712,10140,-0.5,1935,2448,0,0,0,0,0,26.3,1098190,0,366468,10426,34957,21,724.9,49.7
341864,330844,3.3,330844,6.2,24.4,11.9,50,86.8,5.4,0.8,4.3,0.1,2.6,4,83.4,88.3,6.7,10.4,93.3,26.9,22937,27.9,129568,81.4,13.3,192300,122625,2.7,30647,70380,7.4,7341,111212,2.2,21932,29240,2.3,1,3.2,0,1.1,26.5,6460209,7335912,3738881,11435,374922,704,423.01,782.1
16515,16667,-0.9,16667,5.7,22.8,19.6,50.9,97.3,0.7,0.3,0.7,0,1,3.2,94.3,87.8,2.2,3.7,93.1,18.4,1360,15.2,8112,74.2,19.2,105400,7148,2.28,29060,49035,8.9,608,7313,-4.3,1305,2262,0,0,0,0,0,24.3,0,425115,298664,17960,23407,14,567.24,29.4
2321580,2230539,4.1,2230722,6.3,20.4,13.6,51.5,49.1,20.8,1.3,25.8,0.2,2.8,28,26.2,90.1,47.8,56.5,80.1,30,56402,41.9,847706,44.2,71.6,450900,778630,2.86,26495,57001,15,46506,517577,2.2,229249,236900,14.4,1,29,0,16.3,29.6,5654377,15308450,14587146,6404,2223352,4900,108.53,20553.6
14985,15014,-0.2,15014,4.4,18,23.9,48.9,86.1,0.6,10.2,0.4,0,2.7,1.5,85.2,90.8,1.6,4.1,93.2,28.5,1702,23.3,13146,82,7.1,158600,6964,2.14,25377,44944,13.5,426,2106,3.2,1500,2037,0,2.3,0,0,0,25.4,0,29592,107608,7164,34175,51,1477.86,10.2
43752,43041,1.7,43041,5.9,23.2,17.4,52.6,90.7,4,1,2.5,0.3,1.4,13.6,78.7,91.1,8.6,13.8,77.9,17.1,3319,23.6,18111,76.3,7.5,137900,14805,2.74,18910,39306,20.8,802,11576,-2.2,2865,4315,0,0,0,0,0,24,968514,0,492128,11672,41762,35,276.74,155.5
85515,80959,5.6,80956,6.5,23.6,14.9,51.6,84.7,12,0.5,0.8,0.1,2,5.3,80,84.4,3.5,5.5,85.6,17.4,5898,28.7,35945,70.3,14.3,136300,32144,2.51,22766,45336,15.4,1665,24671,5.4,5629,6043,6,0,1.9,0,0,22.8,0,245115,898300,11170,97274,784,613.14,132
9150,9294,-1.5,9298,4,16.2,20.7,46.6,93,0.4,3.5,0.5,0.1,2.5,3.1,90.8,84.5,1.6,2.4,89.1,18.1,1227,20.2,5121,72.7,12.7,117800,3855,2.17,22052,38958,20.5,248,2727,0.5,459,756,0,0,0,0,0,0,0,0,71477,8067,16363,5,736.53,12.6
75194,71131,5.7,71115,6.9,17.6,7.9,46.6,84,6.9,0.8,4.8,0.2,3.2,8.1,77.1,74.9,6.4,8.3,95.4,45,5064,16.2,29713,42.5,39.7,170400,25895,2.47,22948,43962,23.2,1568,20159,-0.4,3140,3595,0.8,1.1,1.9,0,0,28.7,0,93235,728603,10498,125435,294,609.77,116.6
3931,3829,2.7,3829,5.4,21.1,19.8,47.4,96.6,0.7,1.1,0.6,0.1,0.9,2.9,94,89.1,1.5,2.4,88.5,17.9,305,15.9,2060,77.3,11.2,72500,1741,2.2,29950,53381,7.4,124,2190,2.1,290,369,0,0,0,0,0,0,0,152934,27627,6773,2173,22,858.51,4.5
9281,9596,-3.3,9596,6.4,24.5,20.3,51.5,94.5,1.2,1.5,0.9,0,1.9,5,90.6,85.8,2.4,5.4,85.3,16.8,750,17.1,4478,72.7,15.1,90600,3924,2.36,24137,46019,10.7,333,3822,3.1,757,1342,0,0,0,0,0,0,0,158303,110916,11968,0,10,465.06,20.6
2705,2756,-1.9,2756,3.9,20.5,21.2,48.5,98.4,0.2,0.5,0.2,0,0.8,2.3,96.3,84.2,1,1.5,94.7,16.5,259,18.6,1570,74.5,2.8,74200,1086,2.23,25262,50227,12,71,458,11.7,235,329,0,0,0,0,0,46.2,0,0,14785,5567,575,3,974.59,2.8
65856,63395,3.9,63395,5.9,21.8,16.2,50.8,94.1,0.5,2.2,0.7,0.1,2.4,3,91.6,83.6,1.5,3.6,94.7,37.5,6310,17.6,30594,72.3,18.9,203600,26555,2.35,28400,56243,10.4,2210,24645,4.3,5294,6373,0,1,0,0,0,24.9,0,199568,972926,16180,118555,338,3458.83,18.3
8360,8365,-0.1,8365,4.8,19,11.8,37.6,77,19.7,1.3,0.4,0,1.6,6.6,71.4,79.4,3.4,8.1,75.6,12.8,645,28.7,3324,78.7,0.1,78800,2305,2.91,16266,39681,24.1,79,1334,-4.4,371,489,0,0,0,0,0,0,0,0,24403,3129,3368,9,835.56,10
81289,80410,1.1,80406,5.9,22.5,17.6,50.5,96.2,1.4,0.6,0.5,0,1.2,4.4,92.1,87,3,4.6,79.8,14.8,6167,26.4,37131,75,8.2,106100,31342,2.53,20760,38847,18.8,1714,22185,3.6,5549,7873,1.1,0,1.1,0,0,23.9,1393437,0,867058,10757,102291,77,734.84,109.4
33637,33361,0.8,33361,5.6,22.5,18.4,51.1,89.6,7.2,0.8,0.5,0.1,1.8,3.1,87.2,87.3,1.3,2.3,80.4,15.5,2382,27.2,15346,76.2,7.6,109400,13438,2.45,21811,41571,16.3,568,7372,9.8,2329,2511,0,0,0,0,0,0,0,147507,366545,11198,26170,3,570.34,58.5
13539,13462,0.6,13462,6.5,25.8,17.2,49.5,86.7,0.9,8.5,0.5,0,3.4,4.7,84,86.9,1.2,3.3,94.3,17.7,1335,24.8,5783,76.3,7.7,118200,5273,2.51,24117,54546,9.4,252,2861,-3.1,757,1112,0,0,0,0,0,0,0,34453,91112,6822,0,7,656.22,20.5
19936,20198,-1.3,20202,4.8,17.8,14.4,37.1,83.2,13.4,1.3,0.7,0,1.4,27.1,59,77.9,3.7,19.3,72.4,8.9,1808,23.4,7402,80.2,3.6,61500,5641,2.33,14827,41297,18.5,279,2571,0.5,1195,1607,0,0,0,0,0,17.6,0,378967,163334,8527,4601,1,928.55,21.8
31477,31594,-0.4,31594,7.2,25.9,15.2,51.1,79.9,17.1,0.7,0.3,0,2,2.3,77.9,83.8,1,11.5,78.2,13,2183,31.4,13564,74,4.5,86600,11634,2.67,21132,41622,18.8,658,7149,4.4,1806,2005,6.3,0,3,0,0,28.4,189206,0,338794,10916,26709,89,651.33,48.5
25208,25352,-0.6,25348,6.4,23.3,18.4,51.3,97.2,1,0.3,0.5,0,1,2.2,95.3,88.8,1.7,11.1,85.6,23.2,2015,22.2,13711,76.6,9.6,118200,9602,2.5,24457,49335,15.9,551,5087,1.2,1880,1797,0,0,0,0,0,0,0,42683,178857,7290,24364,70,338.14,75
16389,16633,-1.5,16633,5.4,19.8,17,50.8,95.6,1.4,0.5,1.1,0.1,1.2,2.1,93.9,88.4,1.6,1.8,80.3,17,1342,27.4,7260,77.8,7.4,112800,6325,2.44,21690,43205,15.9,214,2718,2.3,1069,1411,0,0,0,0,0,27.4,187845,0,189274,11687,15778,1,173.98,95.6
31601,31709,-0.3,31704,6.6,24.3,15.9,50.3,91.9,4.6,1.5,0.4,0.2,1.5,16.1,78,86.4,8.4,13.2,72.5,11,1860,26.2,14048,69.5,12,82300,12437,2.52,18888,36415,21.9,510,9369,-8,1863,2357,0,0,0,0,0,23.2,671954,67398,269096,8786,25389,13,633.82,50
95110,89876,5.8,89889,5.5,21.1,17.7,50.9,95.8,1.2,0.5,1.2,0,1.2,5.6,90.8,83.9,5.2,6.8,82.3,15,7284,25.5,56271,66.8,16.8,159400,36815,2.45,22242,43649,14.5,2546,34813,5,7588,11287,0,0,2.6,0,0,21.8,341511,0,1641080,19548,611929,60,592.5,151.7
17113,14448,18.4,14464,8.2,28.8,7.7,49.7,68.3,25.6,0.8,1.2,0.5,3.6,11.8,59.1,81.9,4.9,8.2,85,14,1658,25.1,6205,62.2,4.2,111900,4841,3.11,17158,42651,19.2,71,252,0,532,321,0,0,0,0,0,0,0,0,17394,1548,1830,0,400.29,36.1
35374,35662,-0.8,35662,5.2,20.9,19.2,51.6,95.3,2,0.5,0.4,0.1,1.6,2.2,93.6,86.1,1.6,2.5,76.7,9.5,3385,27.9,17363,70.5,8.4,99700,14917,2.36,17476,30573,26.1,484,6036,1.8,2185,2791,0,0,0,0,0,0,601262,0,326897,9236,44255,1,434.57,82.1
19706,20497,-3.9,20497,4.9,18.6,26.3,50.3,93,1,3.8,0.5,0.2,1.5,31.5,63.7,86.8,6.7,22.6,86,23.6,2186,19.3,17674,78.8,9.4,156300,8685,2.32,25449,43014,14.7,698,5264,0.3,1914,3100,0,0,0,0,16.8,27.3,0,0,245639,11791,60207,59,4831.09,4.2
278443,280566,-0.8,280566,5.8,21.8,15.8,50.7,88.5,7.6,0.3,1.4,0,2.2,3.8,85.5,85.2,4,6.5,89.9,24.8,21569,18.6,119816,67.5,24.6,115100,109675,2.44,24189,45202,16.9,6229,113617,-2,13801,19610,3.2,0.3,0,0,1.2,23.5,6890810,1157206,3428421,12253,428110,321,799.15,351.1
1396,1420,-1.7,1420,5,21.4,23.9,49.5,88.2,0.4,9.2,0.3,0.1,1.8,1.6,87.2,90.3,0.3,2,89.7,20.4,120,11.6,703,76.3,4.8,68700,549,2.46,26195,47813,8.1,45,497,-3.9,112,117,0,0,0,0,0,0,0,0,37513,26123,0,0,860.52,1.7
57461,56389,1.9,56389,7.1,25.9,10.7,48.9,94.2,1.2,1.8,0.8,0.2,1.9,28.1,68.8,79.2,15,24.8,85.2,26.6,3465,27.5,23361,64.8,20.5,302700,20163,2.76,26603,57022,11.9,2410,18983,2.8,5918,8595,0,0.6,0,0,5.7,25.1,0,442167,1184677,22367,161174,83,2947.56,19.1
17026,17535,-2.9,17535,4.2,17.7,23.6,50.2,96.7,0.6,0.6,0.8,0,1.3,1.4,95.6,91.3,1.3,3,87.8,16.4,2060,24.9,15393,76.9,8.5,105000,7769,2.2,21818,36646,18.5,439,4304,-6.6,1179,1957,0,0,0,0,0,23,119373,0,196521,11440,13589,20,3960.86,4.4
19536,19846,-1.6,19846,7.6,24.7,12.6,50,91.2,2.5,2.2,1.6,0.3,2.3,40,54,78.3,8.6,25.4,80.4,21.1,1180,15.2,8317,60.6,12.1,111300,7043,2.69,17477,38764,25.4,342,3728,-2,817,1254,0,0,0,0,0,37.3,0,0,166682,8752,17635,20,2447.43,8.1
6778,6885,-1.6,6885,6.3,24.5,15,49.7,66.1,32.3,0.3,0.3,0,1.1,2.9,63.7,92.8,0.5,1.2,74.4,12.3,342,26,2982,68,4.5,64300,2515,2.52,19410,37894,25.8,82,571,2,425,421,0,0,0,0,0,0,0,0,30428,4407,1792,0,199.44,34.5
14704,14119,4.1,14112,5.2,21.8,19.2,50.8,97.2,0.7,0.5,0.4,0.1,1.2,3.4,94.3,91.3,1.4,1.8,80.5,13.5,864,32.5,6386,73.7,7.9,119300,5616,2.52,20899,36434,17.4,179,1850,0.8,990,1322,0,0,0,0,0,0,0,0,105293,7820,9377,7,265.86,53.1
3102,3183,-2.5,3183,6.6,21.8,23.3,53.1,38.6,59.5,0.3,0.5,0.1,1,1.1,37.6,87.1,1.2,3.3,77.9,7.9,234,26.4,2083,66.6,6.8,72300,1235,2.49,12982,21192,44.5,37,0,0,200,186,0,0,0,0,0,42.5,0,1533,11021,3465,0,5,195.38,16.3
10267,10631,-3.4,10630,6,21.9,18.7,50.7,95.7,1.6,0.7,0.1,0,1.8,1.7,94.2,86.7,0.8,1.7,77.3,11,1087,24.7,5279,72.3,6.9,78800,4126,2.45,19101,36387,23.7,349,2054,3.5,502,1017,0,0,0,0,0,19.2,0,1613,65805,6524,5296,0,550.26,19.3
240475,231236,4,231236,8,29.2,11.1,49.8,92.9,1.6,1.2,1.5,0.3,2.4,17.7,77.1,84.7,7.1,13.2,88.8,22.7,16813,21.4,87849,71.6,20.6,170000,79525,2.9,23106,54974,12.8,5007,75494,5.5,12661,17724,0.9,0,0,0,4.8,26.7,0,2218165,2810553,12715,261152,919,576.08,401.4
148469,136589,8.7,136555,6.5,25.5,11.7,51.2,68.8,25.9,0.7,1.8,0.1,2.5,4.9,64.9,84.1,4.3,6.2,89.4,24.5,14715,28.1,57688,70.7,16.7,167400,50321,2.74,24495,53857,12.1,2113,24523,0.7,8650,9692,15.6,0.3,0,0,2,29.6,2361389,170198,879527,7092,104021,1055,573.23,238.2
87754,85215,3,85215,6,25.6,12.8,52.7,44.4,51,0.5,1.9,0.1,2.1,10,36.4,81.4,10.5,11.3,86.2,26,6602,32.3,33286,69,19,149900,29317,2.89,23461,52579,14.7,1927,28615,2.8,7816,8647,34.8,0,0,0,2.9,29.1,1778787,515574,1450095,17720,196568,133,129.79,656.5
10006,10117,-1.1,10117,6.2,23.1,21.2,50.1,96.9,0.3,0.6,0.6,0.1,1.5,2.3,94.9,89.9,1,1.9,92.8,15,831,15.3,4881,76.1,8,81700,4345,2.27,25262,44032,12.2,373,4300,2.9,777,1074,0,0,0,0,0,0,257714,128934,185982,18309,8833,45,900.18,11.2
23359,24519,-4.7,24519,5.9,21.6,16.7,50.6,98.5,0.6,0.2,0.2,0,0.6,0.7,97.8,92.2,0.4,0.9,74.8,11.5,1277,27.1,11588,75.4,4.4,54900,9366,2.56,17886,31200,25.3,333,4243,-3.9,1171,1756,0,0,0,0,0,21.9,0,51762,123973,5176,14125,10,337.91,72.6
36308,36914,-1.6,36910,5.4,21.9,19.1,51.5,97.1,1,0.3,0.5,0,1.1,1.1,96.2,89.8,0.8,1.4,82.9,15.7,2765,23.7,16296,76.4,6.7,92000,14465,2.51,22035,44060,17.9,521,5060,-3.3,1846,2412,0,0,0,0,0,28.4,0,3579,355697,9483,21048,16,344.4,107.2
199058,187105,6.4,187105,7,24.3,13.2,50.4,69.8,24,0.5,3,0.1,2.5,5.4,65.3,79.1,4.5,6.7,85.6,20.7,22647,21.7,89749,61,23.6,143000,72253,2.57,22677,43124,19.9,4114,71566,0.6,13979,14674,10.7,0,4.7,0,1.5,24.7,0,839746,2903219,16472,1619113,1125,573.99,326
22598,23801,-5.1,23796,5.3,21.4,17.5,50.5,97.9,0.7,0.2,0.1,0,1.1,0.5,97.4,94,0.1,1,73.5,8.7,1621,32.3,10817,82,3.9,57500,9101,2.57,18377,34454,21.5,286,3590,-9,743,920,0,0,0,0,0,42.6,0,5861,146968,6231,9872,2,499.45,47.6
4192,4253,-1.4,4253,6.1,22.6,20.5,50.3,87.2,0.1,8.4,0.3,0,4.1,2.1,85.5,93.2,1.2,1.2,91.8,15.9,385,15.9,2319,76.4,5.2,86600,1800,2.28,22890,42632,14,137,824,-3.9,372,428,0,0,0,0,0,0,0,80846,34033,8612,4135,1,5140.04,0.8
10370,10752,-3.6,10752,4.9,21.6,20.3,49.8,95.5,0.9,1.5,0.3,0,1.9,5.4,90.9,89.8,1.6,3.9,88.5,18.2,849,25.1,5149,85.2,2.3,81600,4216,2.51,25867,53776,10.3,124,862,-5.2,773,535,0,0,0,0,0,0,0,5438,77638,6984,2572,5,1088.72,9.9
16513,16924,-2.4,16924,6.4,23.4,16.3,51.3,90.8,5.2,0.7,0.6,0,2.6,2.9,88.3,87,0.7,1.7,91.7,21.6,1163,20,6947,72.7,14,87000,6216,2.5,21909,45212,17.1,361,5750,-2.9,852,1186,0,0,0,0,0,38.3,0,0,130130,7912,14931,2,431.17,39.3
128715,131272,-1.9,131219,4.4,17.9,20.9,51.6,92.9,3.1,0.3,1.4,0,2.2,4.1,89.6,87.7,4.9,7.5,90.6,30.3,10389,20.4,68354,68.4,29.6,206600,55301,2.24,29294,48450,12.8,3928,53041,-1.2,10054,12647,0.4,0,2.2,0,0.7,26.8,1425512,0,1901784,14605,401912,177,926.83,141.6
171987,162344,5.9,162310,6.5,23.6,15.6,51.8,68.3,25.2,0.7,2.3,0.1,3.4,6.9,63.3,86.3,5.3,8.9,85.2,21.4,18340,25.8,67874,72.3,13.3,199500,58524,2.74,24851,55149,12.9,3166,48071,0.4,9126,11242,10.4,0.8,3.8,0,2.5,26.2,2361835,0,2589237,17024,447861,998,586.18,276.9
1151145,1024301,12.4,1024266,6.9,23,8.4,49.6,80.7,8.9,1.3,6.5,0.1,2.4,33.9,49.7,76.5,17.8,31.3,87,44.9,53933,24.1,474929,51.8,39.8,219200,411876,2.53,33206,58025,17.4,31086,514749,4.9,101952,103385,3.9,0.9,5,0,13.2,28.2,28294664,14119812,13879471,14302,2833744,12673,990.2,1034.4
71978,70045,2.8,70002,5.5,24.1,15.1,50.9,95.2,2.3,0.3,0.9,0,1.3,2.1,93.4,88.4,1.5,2.2,92.6,26.3,5381,26.3,28881,80.2,12.8,155400,26071,2.68,28111,62981,7.6,1333,19756,2.2,4837,6449,0,0.6,0,0,0,27.5,1256037,519932,568518,8584,66306,395,306.02,228.8
24384,24699,-1.3,24690,5.5,21.8,15.6,47.5,92.6,5.1,0.5,0.3,0,1.5,2.1,90.8,86.5,1,2.1,75.5,12,1897,38.7,10271,77.9,5.3,100400,8846,2.59,18383,39581,17.4,243,2134,-0.5,1669,1889,0,0,0,0,0,25.5,0,0,76884,3233,7097,3,612.5,40.3
6426,6631,-3.1,6631,4.2,16.5,20.1,41.5,79.9,11.5,5,0.2,0,3.2,1.4,78.9,85.4,2,3.7,85.8,12.7,597,14.2,4338,75.1,5.7,79400,2427,2.25,18768,39469,18.6,162,1431,2.8,335,444,0,9,0,0,0,11,0,0,74036,11044,7374,13,899.08,7.4
6931,7029,-1.4,7029,7.7,25.6,12,44.4,80,1.5,11.6,1.3,0.5,5.2,4.9,76.2,76.9,9.1,23.4,93.1,23.1,973,12.2,3890,66.5,16.9,175000,2326,2.84,29437,56801,13.3,172,1265,-0.7,542,567,0,0,0,0,0,0,0,0,47342,6906,22181,0,24768.81,0.3
2902,3001,-3.3,3001,4.4,18,24.2,50.6,97.4,0.7,0.3,0.4,0.1,1.1,2,95.6,83.9,1.5,5.4,90.2,21.5,306,14.8,1676,74.8,9.9,74500,1232,2.35,23095,45714,6.7,119,922,-4.4,326,0,0,0,0,0,0,0,0,24137,40422,13740,4032,0,889.48,3.4
2587,2470,4.7,2470,6.6,22.4,18.9,47.4,96.8,0.7,0.5,0.5,0,1.5,2.3,94.9,89.1,2,2.3,93.3,17.2,268,19.3,1407,78.9,5.3,95200,1041,2.36,31178,60847,7,108,754,-1.3,170,201,0,0,0,0,0,0,0,0,23759,10513,969,8,877.05,2.8
4192,4207,-0.4,4207,5.4,19.2,27.1,49.8,97.7,0.3,0.7,0.1,0,1.1,1.1,96.8,90.7,0.6,2.5,85.7,19.3,315,13.5,2500,76.7,10.9,65700,1949,2.1,29301,44132,8.9,189,1430,6.6,364,516,0,0,0,0,0,17.1,0,184613,63979,15168,2987,6,1271.05,3.3
5127,5269,-2.7,5269,6.1,20.6,25.7,51.1,98,0.4,0.7,0.2,0,0.8,1.1,97,91,1,4.4,90.6,17.6,483,16.6,3133,80.1,10.9,91300,2347,2.15,26019,46313,12.4,194,1484,-21.4,390,0,0,0,0,0,0,0,0,185824,32850,6147,0,7,499.02,10.6
