year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,56,bachelor,above average,pretty happy,good,divorced,female,conservative,strong republican,14,2
2018,24,high school,average,pretty happy,NA,never married,male,moderate,not str democrat,61,2
2018,72,high school,above average,pretty happy,good,married,female,conservative,strong republican,61,2
2018,49,bachelor,average,pretty happy,good,never married,female,moderate,strong democrat,61,2
2018,25,high school,below average,pretty happy,excellent,never married,female,NA,independent,61,2
2018,53,lt high school,far below average,not too happy,poor,never married,male,conservative,strong democrat,14,3
2018,23,lt high school,below average,pretty happy,excellent,never married,male,NA,independent,61,2
2018,23,high school,average,not too happy,good,never married,female,moderate,"ind,near rep",61,3
2018,73,junior college,average,very happy,fair,married,female,moderate,independent,61,1
2018,18,high school,average,very happy,good,married,female,conservative,not str republican,14,1
2018,58,junior college,average,very happy,NA,divorced,male,conservative,strong republican,14,1
2018,85,bachelor,average,pretty happy,NA,divorced,male,conservative,not str republican,14,2
2018,25,high school,above average,pretty happy,NA,never married,male,slghtly conservative,"ind,near rep",14,2
2018,72,bachelor,above average,very happy,NA,divorced,female,liberal,strong democrat,14,1
2018,70,high school,average,pretty happy,good,never married,female,conservative,strong republican,14,2
2018,62,high school,far below average,pretty happy,NA,divorced,female,NA,strong democrat,14,2
2018,85,graduate,average,pretty happy,good,widowed,male,moderate,strong democrat,61,2
2018,39,junior college,below average,pretty happy,NA,never married,female,conservative,not str democrat,14,2
2018,68,high school,below average,not too happy,good,widowed,male,liberal,strong democrat,14,3
2018,64,high school,far below average,pretty happy,good,divorced,female,slghtly conservative,not str republican,61,2
2018,75,high school,above average,pretty happy,good,widowed,male,conservative,strong democrat,61,2
2018,55,lt high school,below average,pretty happy,NA,married,male,NA,strong democrat,110,2
2018,35,high school,below average,very happy,NA,married,male,moderate,"ind,near dem",61,1
2018,24,high school,below average,not too happy,good,never married,female,conservative,independent,14,3
2018,27,high school,average,not too happy,fair,never married,male,conservative,not str republican,61,3
2018,28,high school,average,very happy,good,married,female,moderate,independent,61,1
2018,61,graduate,average,pretty happy,NA,divorced,male,slghtly conservative,"ind,near dem",14,2
2018,67,high school,far above average,very happy,excellent,married,female,slghtly conservative,"ind,near rep",61,1
2018,80,lt high school,average,not too happy,NA,widowed,male,slghtly conservative,not str republican,14,3
2018,86,graduate,above average,pretty happy,excellent,widowed,female,liberal,strong democrat,14,2
2018,33,high school,average,very happy,good,married,female,liberal,independent,61,1
2018,28,bachelor,average,very happy,excellent,never married,female,moderate,independent,61,1
2018,30,high school,average,pretty happy,good,divorced,female,moderate,independent,61,2
2018,23,high school,average,not too happy,good,never married,female,liberal,"ind,near dem",14,3
2018,45,graduate,below average,very happy,NA,married,female,NA,"ind,near dem",61,1
2018,77,lt high school,above average,pretty happy,good,divorced,male,conservative,strong republican,14,2
2018,39,lt high school,average,pretty happy,NA,married,female,NA,other party,61,2
2018,81,high school,average,very happy,fair,married,male,conservative,strong republican,61,1
2018,32,lt high school,below average,not too happy,fair,separated,female,NA,independent,14,3
2018,34,lt high school,average,very happy,excellent,married,male,moderate,not str republican,61,1
2018,39,junior college,far below average,not too happy,poor,never married,female,moderate,not str democrat,110,3
2018,59,high school,average,not too happy,excellent,divorced,female,moderate,"ind,near dem",14,3
2018,49,bachelor,average,pretty happy,good,divorced,male,conservative,independent,61,2
2018,84,bachelor,average,pretty happy,good,married,male,slghtly conservative,"ind,near rep",61,2
2018,24,lt high school,average,pretty happy,NA,never married,female,moderate,independent,198,2
2018,52,high school,below average,very happy,excellent,married,male,slghtly conservative,not str democrat,61,1
2018,36,high school,below average,pretty happy,NA,married,female,moderate,"ind,near rep",61,2
2018,30,lt high school,average,pretty happy,NA,married,female,extremely liberal,other party,61,2
2018,67,high school,average,very happy,excellent,never married,female,extrmly conservative,strong democrat,14,1
2018,18,lt high school,average,pretty happy,excellent,never married,male,extremely liberal,independent,61,2
2018,53,high school,average,pretty happy,NA,never married,female,moderate,independent,14,2
2018,49,high school,far below average,not too happy,fair,separated,female,moderate,strong republican,14,3
2018,24,high school,below average,very happy,good,never married,female,moderate,"ind,near dem",61,1
2018,72,lt high school,below average,very happy,fair,separated,female,moderate,not str democrat,14,1
2018,54,high school,above average,very happy,good,married,female,moderate,"ind,near rep",61,1
2018,21,high school,average,pretty happy,good,never married,male,slightly liberal,"ind,near rep",61,2
2018,34,high school,above average,very happy,NA,married,male,slghtly conservative,independent,14,1
2018,60,high school,average,not too happy,fair,divorced,female,moderate,not str democrat,61,3
2018,25,high school,average,very happy,good,married,female,conservative,strong republican,61,1
2018,53,high school,average,pretty happy,NA,divorced,female,conservative,"ind,near rep",61,2
2018,33,high school,average,pretty happy,good,married,male,moderate,independent,61,2
2018,30,high school,average,very happy,good,married,female,moderate,"ind,near rep",14,1
2018,43,high school,average,pretty happy,fair,divorced,male,slightly liberal,"ind,near dem",154,2
2018,27,lt high school,above average,not too happy,NA,never married,male,moderate,independent,61,3
2018,57,high school,far below average,very happy,poor,never married,male,moderate,independent,61,1
2018,43,lt high school,below average,pretty happy,NA,never married,female,slghtly conservative,not str democrat,110,2
2018,49,high school,below average,pretty happy,good,divorced,female,slghtly conservative,strong democrat,14,2
2018,61,lt high school,below average,pretty happy,good,divorced,female,moderate,independent,314,2
2018,39,high school,below average,pretty happy,good,separated,male,slightly liberal,not str democrat,14,2
2018,54,high school,average,pretty happy,NA,divorced,female,extrmly conservative,strong republican,199,2
2018,55,lt high school,average,pretty happy,excellent,married,female,slightly liberal,not str democrat,110,2
2018,54,high school,above average,pretty happy,NA,never married,male,conservative,not str democrat,14,2
2018,49,lt high school,below average,pretty happy,NA,married,male,moderate,not str republican,61,2
2018,77,high school,average,very happy,NA,divorced,female,moderate,independent,61,1
2018,80,high school,average,pretty happy,good,married,female,conservative,independent,110,2
2018,43,lt high school,average,not too happy,excellent,married,male,moderate,not str democrat,61,3
2018,45,lt high school,below average,not too happy,fair,widowed,female,extremely liberal,independent,198,3
2018,33,high school,average,very happy,fair,married,male,moderate,not str democrat,110,1
2018,51,high school,average,pretty happy,good,divorced,male,moderate,strong republican,14,2
2018,34,high school,average,pretty happy,fair,never married,female,moderate,independent,61,2
2018,28,bachelor,above average,very happy,good,married,male,slghtly conservative,not str republican,61,1
2018,35,junior college,average,very happy,NA,married,female,conservative,strong republican,61,1
2018,61,bachelor,above average,not too happy,fair,widowed,male,moderate,"ind,near dem",61,3
2018,35,graduate,average,pretty happy,good,married,female,moderate,"ind,near dem",61,2
2018,66,high school,NA,pretty happy,NA,divorced,female,extremely liberal,strong democrat,61,2
2018,43,high school,above average,pretty happy,poor,divorced,male,slghtly conservative,strong republican,14,2
2018,20,high school,below average,not too happy,excellent,never married,male,extremely liberal,strong democrat,14,3
2018,60,graduate,above average,pretty happy,good,married,male,moderate,NA,61,2
2018,64,junior college,above average,pretty happy,good,married,female,conservative,strong republican,61,2
2018,34,high school,above average,not too happy,poor,never married,male,moderate,independent,95,3
2018,60,high school,average,pretty happy,NA,never married,male,moderate,not str democrat,14,2
2018,34,high school,average,very happy,NA,never married,male,moderate,"ind,near rep",61,1
2018,31,high school,average,pretty happy,good,married,female,moderate,not str democrat,199,2
2018,24,high school,average,pretty happy,NA,never married,male,moderate,not str republican,61,2
2018,64,bachelor,below average,pretty happy,good,divorced,female,liberal,strong democrat,61,2
2018,38,junior college,far below average,pretty happy,fair,never married,female,moderate,not str democrat,61,2
2018,56,lt high school,below average,pretty happy,good,never married,male,slghtly conservative,not str democrat,61,2
2018,60,bachelor,average,very happy,excellent,divorced,female,moderate,independent,14,1
2018,27,high school,above average,very happy,excellent,never married,male,moderate,independent,61,1
2018,25,high school,average,not too happy,poor,never married,female,slightly liberal,independent,61,3
2018,38,high school,average,pretty happy,good,never married,male,NA,NA,95,2
2018,71,bachelor,average,pretty happy,excellent,divorced,female,conservative,strong republican,14,2
2018,73,high school,average,very happy,good,married,male,slightly liberal,strong democrat,61,1
2018,61,graduate,average,pretty happy,excellent,married,female,liberal,strong democrat,61,2
2018,30,lt high school,average,very happy,NA,separated,female,extremely liberal,independent,14,1
2018,66,graduate,average,pretty happy,NA,divorced,female,extremely liberal,not str democrat,14,2
2018,53,high school,far below average,pretty happy,fair,divorced,female,slghtly conservative,"ind,near rep",110,2
2018,41,bachelor,below average,pretty happy,good,married,male,slightly liberal,strong democrat,199,2
2018,56,graduate,above average,pretty happy,excellent,married,female,slghtly conservative,not str republican,61,2
2018,26,bachelor,above average,not too happy,good,married,female,slightly liberal,not str democrat,61,3
2018,39,bachelor,average,pretty happy,good,married,male,moderate,independent,61,2
2018,60,bachelor,below average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,56,graduate,above average,very happy,excellent,married,male,slghtly conservative,not str republican,61,1
2018,18,high school,average,pretty happy,good,never married,female,liberal,not str democrat,110,2
2018,62,graduate,above average,very happy,excellent,married,female,slghtly conservative,strong republican,61,1
2018,48,high school,average,very happy,excellent,married,female,moderate,not str democrat,61,1
2018,44,graduate,above average,not too happy,NA,married,female,slghtly conservative,not str republican,199,3
2018,55,graduate,above average,pretty happy,good,married,male,moderate,independent,110,2
2018,21,high school,far below average,pretty happy,NA,never married,male,moderate,other party,270,2
2018,24,bachelor,below average,pretty happy,good,never married,male,liberal,not str democrat,154,2
2018,36,high school,above average,pretty happy,NA,married,male,conservative,strong republican,61,2
2018,29,bachelor,average,not too happy,excellent,never married,male,moderate,other party,14,3
2018,66,high school,far below average,pretty happy,fair,divorced,female,moderate,not str democrat,14,2
2018,33,bachelor,average,pretty happy,excellent,divorced,female,conservative,not str republican,14,2
2018,58,junior college,NA,pretty happy,fair,divorced,male,moderate,"ind,near rep",14,2
2018,76,high school,average,pretty happy,fair,divorced,female,conservative,strong republican,14,2
2018,46,high school,below average,pretty happy,NA,never married,male,conservative,"ind,near rep",61,2
2018,30,high school,average,pretty happy,good,never married,female,moderate,"ind,near dem",61,2
2018,49,bachelor,above average,pretty happy,NA,divorced,female,slghtly conservative,not str republican,14,2
2018,51,junior college,average,pretty happy,excellent,divorced,male,moderate,strong republican,14,2
2018,63,high school,far below average,pretty happy,good,married,male,liberal,strong democrat,61,2
2018,39,high school,average,pretty happy,fair,married,male,extremely liberal,strong democrat,61,2
2018,69,high school,far below average,not too happy,fair,divorced,female,conservative,not str republican,14,3
2018,24,high school,average,pretty happy,fair,married,male,NA,independent,61,2
2018,NA,graduate,average,very happy,good,married,male,conservative,independent,61,1
2018,42,lt high school,average,very happy,NA,divorced,female,moderate,independent,14,1
2018,30,high school,below average,pretty happy,good,married,male,moderate,independent,61,2
2018,32,high school,average,pretty happy,good,married,female,moderate,not str democrat,61,2
2018,41,lt high school,average,pretty happy,NA,married,female,slghtly conservative,independent,199,2
2018,67,high school,average,very happy,good,divorced,female,slightly liberal,strong democrat,14,1
2018,28,high school,below average,pretty happy,poor,divorced,female,moderate,independent,14,2
2018,60,bachelor,average,very happy,good,never married,female,moderate,other party,154,1
2018,51,high school,above average,pretty happy,good,divorced,female,slightly liberal,not str republican,14,2
2018,32,high school,above average,pretty happy,good,never married,male,moderate,"ind,near dem",61,2
2018,28,high school,average,very happy,good,never married,male,moderate,strong democrat,14,1
2018,59,high school,average,pretty happy,good,married,male,moderate,"ind,near rep",277,2
2018,38,lt high school,below average,pretty happy,NA,married,female,liberal,independent,61,2
2018,70,high school,average,pretty happy,good,married,female,moderate,strong republican,61,2
2018,36,junior college,below average,pretty happy,fair,never married,male,moderate,not str republican,14,2
2018,29,bachelor,below average,very happy,NA,never married,male,moderate,"ind,near rep",199,1
2018,59,lt high school,below average,not too happy,fair,separated,male,liberal,independent,61,3
2018,42,lt high school,below average,very happy,fair,married,female,slghtly conservative,independent,61,1
2018,60,high school,below average,not too happy,NA,never married,male,moderate,strong democrat,14,3
2018,56,high school,below average,not too happy,good,separated,male,extremely liberal,strong democrat,14,3
2018,34,graduate,above average,very happy,fair,never married,male,moderate,"ind,near dem",14,1
2018,32,bachelor,average,very happy,NA,never married,female,extremely liberal,"ind,near dem",14,1
2018,22,high school,average,not too happy,good,never married,female,moderate,"ind,near rep",110,3
2018,35,high school,far below average,very happy,NA,married,female,slightly liberal,"ind,near dem",110,1
2018,22,high school,average,very happy,excellent,never married,female,moderate,independent,61,1
2018,25,high school,far below average,very happy,fair,never married,female,moderate,not str republican,110,1
2018,44,high school,far above average,very happy,fair,never married,male,extremely liberal,independent,14,1
2018,66,high school,average,pretty happy,NA,divorced,female,moderate,not str democrat,14,2
2018,44,lt high school,below average,pretty happy,good,never married,male,conservative,strong republican,110,2
2018,47,lt high school,below average,pretty happy,good,widowed,male,moderate,independent,110,2
2018,21,high school,average,pretty happy,fair,never married,male,moderate,independent,61,2
2018,43,lt high school,average,very happy,fair,divorced,female,moderate,independent,61,1
2018,51,lt high school,below average,pretty happy,fair,divorced,male,moderate,independent,14,2
2018,67,junior college,average,pretty happy,NA,married,female,slightly liberal,"ind,near dem",61,2
2018,71,high school,below average,pretty happy,NA,married,male,slightly liberal,not str democrat,110,2
2018,85,bachelor,average,not too happy,excellent,widowed,female,extremely liberal,strong democrat,14,3
2018,72,graduate,below average,pretty happy,NA,divorced,female,extremely liberal,strong democrat,14,2
2018,51,high school,below average,very happy,NA,never married,female,liberal,strong democrat,61,1
2018,81,lt high school,below average,pretty happy,good,married,male,extrmly conservative,strong republican,14,2
2018,60,high school,below average,pretty happy,NA,divorced,female,liberal,strong democrat,14,2
2018,56,bachelor,above average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,55,bachelor,average,pretty happy,NA,married,female,conservative,strong republican,110,2
2018,49,high school,average,pretty happy,good,married,male,slightly liberal,strong democrat,61,2
2018,64,junior college,average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,29,bachelor,far below average,not too happy,fair,never married,female,liberal,not str democrat,198,3
2018,46,graduate,above average,pretty happy,NA,separated,female,slightly liberal,strong democrat,14,2
2018,19,high school,below average,pretty happy,good,never married,female,liberal,strong democrat,61,2
2018,19,high school,below average,pretty happy,NA,never married,female,moderate,"ind,near dem",154,2
2018,19,high school,average,pretty happy,good,never married,male,liberal,strong democrat,110,2
2018,41,bachelor,average,pretty happy,NA,married,female,conservative,strong republican,199,2
2018,25,bachelor,average,pretty happy,fair,never married,male,liberal,strong democrat,61,2
2018,73,high school,average,pretty happy,good,married,male,slghtly conservative,NA,61,2
2018,74,high school,average,pretty happy,NA,married,male,moderate,independent,61,2
2018,53,high school,far below average,pretty happy,NA,married,female,extrmly conservative,strong republican,14,2
2018,49,high school,below average,pretty happy,fair,divorced,female,conservative,strong republican,110,2
2018,69,high school,average,very happy,fair,married,male,moderate,strong republican,61,1
2018,55,bachelor,far above average,pretty happy,NA,married,male,conservative,strong republican,61,2
2018,51,high school,average,pretty happy,good,married,male,moderate,not str republican,61,2
2018,68,junior college,below average,pretty happy,NA,never married,male,moderate,not str democrat,14,2
2018,66,junior college,above average,very happy,excellent,married,female,extrmly conservative,not str republican,61,1
2018,63,bachelor,below average,pretty happy,NA,divorced,male,conservative,not str republican,110,2
2018,57,junior college,above average,not too happy,good,divorced,male,extremely liberal,"ind,near dem",61,3
2018,44,graduate,far above average,very happy,good,married,male,slghtly conservative,strong republican,61,1
2018,26,bachelor,above average,pretty happy,good,never married,female,extremely liberal,independent,61,2
2018,44,graduate,above average,not too happy,excellent,never married,male,liberal,strong democrat,14,3
2018,58,graduate,far above average,very happy,excellent,divorced,female,moderate,not str democrat,14,1
2018,41,junior college,average,very happy,NA,divorced,female,moderate,independent,110,1
2018,24,bachelor,below average,pretty happy,good,married,male,conservative,other party,199,2
2018,28,junior college,below average,pretty happy,good,married,female,slightly liberal,"ind,near dem",61,2
2018,36,bachelor,average,pretty happy,NA,never married,female,slightly liberal,strong democrat,95,2
2018,34,junior college,above average,pretty happy,good,married,male,liberal,strong democrat,61,2
2018,25,high school,below average,very happy,NA,married,female,extremely liberal,strong democrat,61,1
2018,62,high school,average,pretty happy,good,married,female,extremely liberal,strong democrat,61,2
2018,33,high school,below average,pretty happy,NA,never married,female,liberal,"ind,near dem",14,2
2018,37,high school,far below average,pretty happy,good,never married,male,slightly liberal,not str democrat,14,2
2018,36,lt high school,below average,very happy,good,separated,male,conservative,strong republican,14,1
2018,41,high school,far below average,not too happy,poor,divorced,male,NA,independent,14,3
2018,61,high school,below average,pretty happy,NA,divorced,female,liberal,strong democrat,110,2
2018,71,graduate,above average,very happy,excellent,married,male,extrmly conservative,strong republican,61,1
2018,53,graduate,far below average,not too happy,NA,married,male,liberal,strong democrat,61,3
2018,44,high school,below average,pretty happy,excellent,divorced,male,moderate,"ind,near dem",14,2
2018,50,junior college,average,pretty happy,excellent,divorced,male,moderate,independent,14,2
2018,75,lt high school,below average,not too happy,NA,divorced,male,liberal,not str democrat,61,3
2018,69,high school,average,not too happy,excellent,widowed,female,slghtly conservative,not str republican,14,3
2018,63,bachelor,above average,pretty happy,fair,married,female,conservative,not str republican,110,2
2018,80,high school,far below average,pretty happy,NA,widowed,female,extremely liberal,strong democrat,14,2
2018,66,high school,average,very happy,good,married,male,moderate,independent,61,1
2018,35,high school,average,pretty happy,excellent,separated,male,conservative,not str republican,110,2
2018,44,high school,below average,pretty happy,good,married,male,slghtly conservative,other party,61,2
2018,81,high school,average,pretty happy,good,widowed,female,liberal,"ind,near dem",14,2
2018,76,high school,average,very happy,poor,married,male,conservative,strong republican,61,1
2018,34,high school,average,pretty happy,excellent,married,female,moderate,independent,61,2
2018,18,lt high school,below average,not too happy,fair,never married,male,extrmly conservative,strong republican,61,3
2018,36,high school,average,not too happy,good,never married,male,liberal,"ind,near dem",14,3
2018,70,junior college,below average,pretty happy,NA,divorced,female,conservative,strong republican,14,2
2018,41,lt high school,below average,very happy,fair,married,female,moderate,independent,61,1
2018,34,high school,average,pretty happy,NA,married,female,extrmly conservative,"ind,near rep",199,2
2018,57,high school,average,very happy,good,divorced,male,slghtly conservative,not str republican,61,1
2018,30,high school,average,pretty happy,poor,never married,female,moderate,"ind,near dem",61,2
2018,56,junior college,NA,pretty happy,NA,separated,female,moderate,NA,110,2
2018,53,high school,average,not too happy,good,never married,female,slghtly conservative,strong democrat,14,3
2018,54,bachelor,average,very happy,NA,married,female,conservative,not str republican,199,1
2018,70,high school,above average,very happy,NA,widowed,female,moderate,NA,14,1
2018,37,high school,average,very happy,excellent,never married,male,moderate,"ind,near rep",199,1
2018,59,lt high school,above average,very happy,NA,married,male,moderate,"ind,near rep",61,1
2018,51,high school,above average,pretty happy,NA,separated,female,extrmly conservative,"ind,near dem",14,2
2018,52,junior college,below average,not too happy,good,married,female,moderate,"ind,near rep",14,3
2018,53,high school,below average,not too happy,NA,divorced,female,extrmly conservative,"ind,near dem",61,3
2018,60,high school,below average,pretty happy,fair,divorced,female,slghtly conservative,"ind,near rep",61,2
2018,18,lt high school,below average,pretty happy,NA,never married,female,slightly liberal,not str democrat,61,2
2018,33,lt high school,average,very happy,good,married,female,extremely liberal,"ind,near dem",61,1
2018,22,high school,below average,not too happy,NA,never married,male,conservative,"ind,near rep",61,3
2018,53,high school,below average,very happy,fair,divorced,female,moderate,"ind,near rep",61,1
2018,66,high school,below average,very happy,good,widowed,female,slightly liberal,not str democrat,14,1
2018,28,graduate,below average,pretty happy,NA,never married,male,slightly liberal,"ind,near dem",14,2
2018,27,high school,average,pretty happy,good,married,female,moderate,independent,110,2
2018,89,high school,below average,pretty happy,NA,widowed,male,NA,independent,14,2
2018,26,high school,below average,very happy,NA,married,male,liberal,"ind,near dem",61,1
2018,28,high school,far below average,pretty happy,good,married,female,moderate,independent,61,2
2018,66,junior college,average,pretty happy,NA,married,female,conservative,strong republican,61,2
2018,59,high school,above average,very happy,good,married,male,conservative,other party,199,1
2018,80,bachelor,above average,very happy,NA,married,male,conservative,strong republican,61,1
2018,75,high school,average,pretty happy,good,married,female,conservative,not str republican,61,2
2018,73,high school,below average,pretty happy,NA,married,female,moderate,not str republican,61,2
2018,64,high school,below average,pretty happy,NA,married,male,moderate,not str republican,61,2
2018,36,junior college,below average,pretty happy,good,married,male,conservative,strong republican,61,2
2018,65,lt high school,below average,pretty happy,good,married,male,conservative,"ind,near rep",61,2
2018,82,high school,below average,pretty happy,NA,widowed,male,liberal,strong republican,14,2
2018,29,high school,below average,pretty happy,fair,never married,female,moderate,"ind,near rep",61,2
2018,37,bachelor,above average,pretty happy,NA,married,male,slightly liberal,strong democrat,61,2
2018,39,bachelor,above average,pretty happy,good,married,male,moderate,not str republican,61,2
2018,40,junior college,above average,very happy,excellent,married,female,conservative,strong republican,61,1
2018,39,bachelor,average,not too happy,NA,married,female,moderate,not str democrat,61,3
2018,63,high school,NA,pretty happy,fair,married,female,conservative,strong republican,61,2
2018,39,high school,below average,pretty happy,good,married,female,slghtly conservative,strong republican,61,2
2018,33,junior college,average,pretty happy,excellent,never married,female,slightly liberal,"ind,near rep",110,2
2018,57,high school,average,pretty happy,excellent,divorced,female,slghtly conservative,not str republican,14,2
2018,44,junior college,above average,pretty happy,excellent,widowed,female,slghtly conservative,"ind,near dem",61,2
2018,43,junior college,average,very happy,good,married,female,moderate,not str republican,61,1
2018,48,bachelor,far above average,very happy,excellent,married,male,conservative,"ind,near rep",61,1
2018,27,high school,NA,pretty happy,good,never married,male,moderate,independent,61,2
2018,59,high school,average,pretty happy,good,widowed,female,slightly liberal,not str democrat,14,2
2018,46,high school,average,pretty happy,good,married,male,moderate,"ind,near dem",61,2
2018,51,junior college,average,pretty happy,NA,married,male,slghtly conservative,not str republican,61,2
2018,63,bachelor,average,very happy,excellent,married,male,moderate,strong republican,199,1
2018,76,high school,above average,very happy,good,widowed,female,conservative,strong republican,154,1
2018,56,bachelor,above average,very happy,excellent,married,female,conservative,not str republican,61,1
2018,39,high school,average,very happy,excellent,married,male,conservative,not str republican,199,1
2018,34,junior college,below average,pretty happy,fair,never married,female,moderate,independent,14,2
2018,36,high school,below average,pretty happy,good,married,female,moderate,independent,154,2
2018,51,high school,NA,not too happy,NA,never married,female,moderate,independent,14,3
2018,62,bachelor,below average,pretty happy,good,widowed,male,liberal,independent,14,2
2018,75,high school,above average,very happy,good,widowed,female,moderate,not str democrat,14,1
2018,68,high school,far below average,not too happy,NA,divorced,male,liberal,not str republican,61,3
2018,79,high school,above average,very happy,NA,widowed,female,moderate,independent,95,1
2018,66,high school,average,pretty happy,NA,divorced,female,conservative,not str republican,61,2
2018,20,lt high school,average,not too happy,good,married,female,moderate,independent,110,3
2018,74,high school,average,very happy,NA,married,female,slghtly conservative,"ind,near rep",61,1
2018,48,high school,below average,not too happy,NA,separated,female,moderate,not str democrat,110,3
2018,52,high school,below average,pretty happy,good,married,female,moderate,not str republican,61,2
2018,87,high school,average,pretty happy,good,widowed,male,conservative,not str republican,14,2
2018,39,junior college,below average,very happy,fair,married,male,slghtly conservative,independent,61,1
2018,35,high school,below average,pretty happy,NA,married,female,moderate,"ind,near dem",61,2
2018,30,high school,below average,pretty happy,fair,never married,female,slghtly conservative,not str republican,61,2
2018,20,high school,average,pretty happy,good,never married,female,slghtly conservative,"ind,near rep",110,2
2018,49,high school,above average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,36,bachelor,average,pretty happy,fair,married,female,moderate,not str democrat,154,2
2018,40,lt high school,average,very happy,NA,married,male,conservative,not str democrat,61,1
2018,62,high school,average,pretty happy,fair,married,male,liberal,not str democrat,61,2
2018,22,high school,far below average,pretty happy,NA,never married,female,conservative,strong republican,14,2
2018,38,graduate,average,very happy,good,married,female,liberal,strong democrat,61,1
2018,59,graduate,average,very happy,excellent,married,male,extrmly conservative,"ind,near rep",61,1
2018,25,high school,below average,very happy,NA,married,female,moderate,"ind,near dem",61,1
2018,55,high school,below average,pretty happy,poor,married,female,liberal,not str democrat,14,2
2018,37,high school,average,very happy,poor,married,female,moderate,not str republican,61,1
2018,72,graduate,far above average,very happy,NA,married,female,extrmly conservative,strong republican,61,1
2018,58,lt high school,average,very happy,excellent,married,female,liberal,independent,61,1
2018,65,high school,far below average,very happy,NA,married,female,moderate,"ind,near rep",61,1
2018,46,high school,below average,pretty happy,fair,married,female,slghtly conservative,"ind,near dem",61,2
2018,50,high school,below average,pretty happy,NA,married,female,moderate,independent,61,2
2018,85,high school,average,pretty happy,fair,married,male,moderate,not str republican,61,2
2018,73,bachelor,below average,pretty happy,fair,married,male,extremely liberal,"ind,near rep",61,2
2018,89,high school,average,pretty happy,good,widowed,male,conservative,other party,61,2
2018,69,high school,below average,pretty happy,fair,widowed,male,moderate,strong democrat,14,2
2018,71,high school,above average,very happy,NA,divorced,male,liberal,not str democrat,61,1
2018,66,high school,above average,very happy,excellent,married,female,extrmly conservative,strong republican,61,1
2018,19,lt high school,average,pretty happy,NA,never married,male,extrmly conservative,strong republican,154,2
2018,56,lt high school,far below average,pretty happy,poor,married,male,NA,"ind,near rep",61,2
2018,46,lt high school,below average,not too happy,NA,divorced,male,moderate,independent,14,3
2018,49,high school,below average,pretty happy,NA,married,female,conservative,not str republican,14,2
2018,34,high school,below average,pretty happy,fair,never married,female,extremely liberal,independent,14,2
2018,31,high school,average,pretty happy,NA,married,female,moderate,not str democrat,61,2
2018,32,high school,average,not too happy,NA,never married,female,slghtly conservative,not str democrat,61,3
2018,26,bachelor,average,pretty happy,excellent,never married,male,liberal,strong democrat,14,2
2018,53,high school,above average,pretty happy,excellent,separated,male,moderate,strong democrat,61,2
2018,49,high school,below average,NA,NA,never married,male,NA,independent,14,NA
2018,20,high school,below average,pretty happy,fair,never married,female,moderate,independent,14,2
2018,39,high school,average,pretty happy,good,divorced,female,slghtly conservative,not str republican,14,2
2018,38,high school,average,very happy,good,married,female,liberal,"ind,near dem",14,1
2018,33,graduate,above average,not too happy,NA,never married,male,moderate,"ind,near rep",14,3
2018,63,high school,average,pretty happy,NA,married,male,conservative,"ind,near rep",61,2
2018,82,lt high school,average,very happy,good,married,male,slightly liberal,"ind,near dem",61,1
2018,47,high school,below average,not too happy,good,never married,female,moderate,"ind,near dem",61,3
2018,38,junior college,above average,pretty happy,good,married,male,conservative,not str republican,95,2
2018,25,high school,below average,pretty happy,good,never married,male,moderate,not str democrat,61,2
2018,55,lt high school,far below average,very happy,NA,never married,female,extrmly conservative,"ind,near rep",61,1
2018,55,high school,above average,very happy,good,married,female,extrmly conservative,"ind,near rep",61,1
2018,74,bachelor,above average,pretty happy,good,never married,female,conservative,"ind,near rep",14,2
2018,77,high school,above average,very happy,excellent,married,male,slghtly conservative,strong republican,61,1
2018,61,high school,above average,very happy,good,widowed,female,moderate,strong democrat,14,1
2018,29,high school,above average,pretty happy,good,never married,male,conservative,strong republican,277,2
2018,29,high school,below average,pretty happy,good,married,female,moderate,independent,61,2
2018,31,high school,average,pretty happy,NA,never married,female,moderate,not str democrat,14,2
2018,37,high school,below average,pretty happy,fair,divorced,female,moderate,strong democrat,14,2
2018,74,high school,average,pretty happy,NA,divorced,male,moderate,strong republican,14,2
2018,80,junior college,average,not too happy,good,widowed,female,conservative,strong democrat,14,3
2018,78,high school,average,pretty happy,good,widowed,female,slightly liberal,not str democrat,14,2
2018,59,high school,above average,very happy,fair,married,male,moderate,not str republican,61,1
2018,39,high school,average,pretty happy,NA,married,female,slightly liberal,not str democrat,61,2
2018,59,high school,far below average,pretty happy,NA,divorced,male,moderate,strong republican,14,2
2018,52,high school,average,pretty happy,NA,married,male,slghtly conservative,strong republican,61,2
2018,44,bachelor,average,pretty happy,excellent,married,female,conservative,not str republican,154,2
2018,36,high school,average,pretty happy,NA,never married,female,slightly liberal,independent,14,2
2018,83,high school,below average,very happy,fair,married,male,extremely liberal,strong democrat,61,1
2018,47,high school,average,very happy,fair,divorced,female,moderate,independent,14,1
2018,65,high school,above average,pretty happy,NA,married,male,slghtly conservative,"ind,near dem",110,2
