"d","s","y","spp"
46,0.572981,0,"aspen"
31,0.572981,1,"paper birch"
29,0.572981,1,"paper birch"
28.5,0.572981,0,"paper birch"
19,0.576556,1,"cedar"
27,0.577141,1,"aspen"
34,0.577141,1,"aspen"
28,0.577141,1,"aspen"
18,0.577141,1,"cedar"
14,0.577141,1,"cedar"
13,0.577141,0,"red pine"
33,0.57891,1,"paper birch"
15,0.57891,1,"red pine"
20,0.57891,1,"red pine"
27,0.579711,1,"aspen"
11.5,0.579711,1,"black spruce"
11.5,0.579711,1,"black spruce"
25,0.579711,1,"cedar"
14,0.579711,1,"cedar"
13.5,0.579711,1,"red pine"
14,0.579787,0,"aspen"
6,0.579787,0,"black spruce"
5,0.579787,0,"black spruce"
16,0.581165,1,"paper birch"
19,0.581165,1,"paper birch"
14,0.581165,1,"paper birch"
12,0.581165,0,"red pine"
17,0.581165,0,"red pine"
7,0.581165,0,"red pine"
6,0.581735,1,"black spruce"
18,0.581735,1,"paper birch"
20,0.581735,1,"paper birch"
19,0.581735,0,"paper birch"
22,0.581735,1,"paper birch"
23,0.581735,1,"paper birch"
14,0.581735,1,"paper birch"
12,0.581735,1,"paper birch"
12,0.582118,1,"black spruce"
11,0.582118,1,"black spruce"
25,0.582118,1,"cedar"
19,0.582118,0,"jackpine"
15,0.582118,1,"jackpine"
35,0.582118,1,"paper birch"
15,0.587466,1,"black spruce"
11,0.587466,1,"cedar"
10,0.587466,1,"cedar"
6,0.587466,0,"cedar"
16,0.587466,0,"red pine"
14,0.587466,0,"red pine"
10,0.587743,0,"cedar"
18,0.587743,1,"cedar"
17,0.587743,1,"cedar"
12,0.587743,1,"cedar"
17,0.587743,1,"cedar"
11,0.587743,0,"jackpine"
21,0.587743,1,"jackpine"
16,0.587743,0,"jackpine"
12,0.587743,0,"jackpine"
11,0.587743,0,"jackpine"
42,0.589385,1,"jackpine"
13,0.589385,1,"jackpine"
15,0.589385,1,"jackpine"
15,0.589385,1,"jackpine"
15,0.589385,0,"jackpine"
30,0.589385,0,"jackpine"
10,0.589385,0,"jackpine"
15,0.589385,0,"jackpine"
10,0.589385,0,"red pine"
14,0.589396,1,"cedar"
44,0.589396,1,"paper birch"
28,0.589396,1,"paper birch"
12,0.590572,1,"cedar"
20,0.590572,1,"jackpine"
18,0.590572,1,"jackpine"
15,0.590572,0,"jackpine"
8,0.590572,0,"jackpine"
9,0.590572,0,"jackpine"
9,0.592865,0,"black spruce"
29,0.592865,1,"cedar"
19,0.593677,1,"black spruce"
26,0.593677,1,"cedar"
10,0.593677,1,"cedar"
14,0.593677,1,"cedar"
8,0.593677,0,"cedar"
27,0.593677,1,"cedar"
25,0.595877,0,"aspen"
18,0.595877,0,"aspen"
17,0.595877,1,"paper birch"
7,0.596479,0,"cedar"
9.5,0.596479,0,"cedar"
23,0.597139,1,"aspen"
28.5,0.597139,1,"aspen"
11,0.597139,1,"cedar"
35,0.597139,1,"paper birch"
11,0.599994,1,"black spruce"
16,0.599994,1,"cedar"
18,0.599994,0,"cedar"
31,0.600083,1,"aspen"
13,0.600083,0,"cedar"
20,0.600083,1,"cedar"
27,0.600083,1,"paper birch"
28,0.600083,1,"paper birch"
28,0.60074,1,"aspen"
24,0.60074,0,"aspen"
17,0.60074,1,"cedar"
10,0.60074,1,"red pine"
25,0.602041,1,"paper birch"
38,0.602041,1,"paper birch"
34,0.60234,1,"black ash"
19,0.602461,1,"cedar"
15,0.602461,1,"cedar"
15,0.602461,0,"red pine"
16,0.602545,1,"black spruce"
15,0.602545,0,"cedar"
12,0.602545,1,"cedar"
16,0.602545,1,"cedar"
25,0.602545,0,"red pine"
17,0.602545,0,"red pine"
27,0.602545,0,"red pine"
20,0.602545,0,"red pine"
14,0.602837,1,"black spruce"
10,0.602837,1,"cedar"
5,0.602837,0,"red pine"
5,0.602837,0,"red pine"
5,0.602837,0,"red pine"
20,0.6045,1,"aspen"
23,0.6045,1,"aspen"
28,0.6045,1,"aspen"
19,0.6045,1,"aspen"
11,0.6045,1,"black spruce"
11,0.6045,0,"red pine"
22,0.60646,1,"black spruce"
24,0.60646,1,"paper birch"
34,0.60646,1,"paper birch"
32,0.60646,1,"paper birch"
34,0.607187,1,"aspen"
20,0.607187,1,"aspen"
30,0.607187,1,"aspen"
37,0.607187,1,"aspen"
23,0.607187,1,"cedar"
16,0.607187,1,"cedar"
26,0.607187,1,"cedar"
11,0.609595,1,"black spruce"
15,0.609595,1,"cedar"
11,0.609595,0,"jackpine"
24,0.609595,1,"jackpine"
10,0.609595,0,"jackpine"
18,0.609595,0,"red pine"
12,0.609595,1,"red pine"
13,0.609595,1,"red pine"
20,0.609595,1,"red pine"
15,0.612655,1,"black spruce"
30,0.612655,1,"red pine"
48,0.612655,1,"black ash"
5,0.612902,0,"red pine"
12,0.616147,1,"cedar"
28,0.616147,1,"paper birch"
23,0.616147,1,"paper birch"
22,0.616147,1,"paper birch"
24,0.616147,1,"paper birch"
28,0.620277,1,"paper birch"
12,0.620277,1,"red pine"
36,0.621896,1,"aspen"
42,0.621896,0,"aspen"
11,0.621896,0,"red maple"
14,0.621896,0,"red maple"
12,0.621896,0,"red maple"
18,0.622534,1,"aspen"
32,0.622534,1,"aspen"
6,0.625261,1,"black spruce"
6,0.625261,0,"black spruce"
6,0.625261,0,"black spruce"
17,0.625261,0,"cedar"
26,0.625261,1,"paper birch"
33,0.625833,1,"aspen"
30,0.625833,0,"aspen"
8,0.625833,1,"black spruce"
14,0.625833,0,"red pine"
13,0.625833,0,"red pine"
10,0.625833,0,"red pine"
6,0.625901,0,"black spruce"
6,0.625901,0,"black spruce"
9,0.625901,0,"black spruce"
14,0.625901,1,"cedar"
6,0.625901,0,"cedar"
9,0.625901,0,"cedar"
13,0.625901,1,"paper birch"
16,0.625901,1,"paper birch"
15,0.628146,1,"cedar"
14,0.628146,1,"cedar"
14,0.628146,0,"cedar"
13,0.628146,1,"cedar"
11,0.628146,1,"cedar"
11,0.628146,1,"cedar"
15,0.628146,1,"cedar"
17,0.628146,1,"cedar"
13,0.628146,1,"cedar"
12,0.628146,1,"cedar"
19,0.628146,1,"cedar"
30.5,0.629798,1,"aspen"
24,0.630629,1,"aspen"
25,0.630629,1,"aspen"
25,0.630629,1,"aspen"
15,0.630629,1,"aspen"
22,0.630629,1,"aspen"
22,0.630629,1,"aspen"
29,0.630629,1,"aspen"
25.5,0.630629,1,"aspen"
21,0.630629,1,"aspen"
25,0.63175,1,"black spruce"
39,0.63175,0,"paper birch"
11,0.633624,1,"black spruce"
9,0.633624,1,"black spruce"
14,0.633624,1,"black spruce"
33,0.633624,1,"paper birch"
14,0.633624,0,"red pine"
20,0.635049,0,"cedar"
18,0.635049,1,"cedar"
24,0.635049,1,"paper birch"
16,0.635049,1,"paper birch"
17,0.635049,1,"paper birch"
17,0.635049,1,"paper birch"
30.5,0.635325,1,"aspen"
19.5,0.635325,1,"cedar"
12,0.635325,1,"cedar"
19,0.638334,1,"black spruce"
20,0.638334,1,"black spruce"
21,0.638334,1,"cedar"
25,0.638334,1,"paper birch"
26,0.638334,1,"paper birch"
19,0.638797,0,"cedar"
6,0.638797,0,"red pine"
18,0.638797,1,"red pine"
34,0.638797,1,"red pine"
9,0.639188,0,"black spruce"
26,0.639188,1,"cedar"
18,0.639188,0,"cedar"
8,0.639188,0,"red pine"
19,0.639231,1,"cedar"
10,0.639231,1,"cedar"
22.5,0.639231,0,"red pine"
17.5,0.639231,0,"red pine"
16,0.639231,0,"red pine"
27,0.639582,1,"aspen"
29,0.639582,1,"aspen"
23,0.639582,1,"aspen"
24,0.639582,1,"aspen"
24,0.639582,1,"aspen"
16,0.639582,1,"black spruce"
15,0.639582,1,"red pine"
17,0.639582,1,"red pine"
30,0.640874,1,"aspen"
34,0.640874,1,"aspen"
5,0.640874,0,"jackpine"
6,0.640874,0,"jackpine"
8,0.640874,0,"jackpine"
16,0.641303,1,"cedar"
18,0.641303,0,"cedar"
12,0.641303,0,"cedar"
26,0.641303,0,"red pine"
16,0.641339,1,"aspen"
7,0.641339,1,"black spruce"
17,0.641339,1,"black spruce"
10,0.641339,1,"cedar"
11,0.641339,1,"cedar"
17,0.643186,1,"cedar"
17.5,0.643186,1,"cedar"
20,0.643186,1,"cedar"
45,0.643186,1,"black ash"
48.5,0.643186,1,"black ash"
20,0.647292,1,"black spruce"
13,0.647292,1,"cedar"
15,0.647292,1,"cedar"
9,0.647292,1,"cedar"
10,0.647292,1,"cedar"
12,0.647292,0,"jackpine"
16,0.650541,1,"red pine"
6,0.650541,0,"red pine"
7,0.650541,0,"red pine"
15,0.650541,1,"red pine"
16,0.650541,0,"red pine"
13,0.650541,1,"red pine"
19,0.651572,1,"black spruce"
42,0.651572,1,"paper birch"
21,0.65194,1,"aspen"
10,0.65194,1,"cedar"
16,0.65194,1,"cedar"
13,0.65194,1,"cedar"
27,0.65194,1,"paper birch"
19,0.65194,1,"paper birch"
20,0.65194,0,"paper birch"
18,0.65194,1,"paper birch"
22,0.652045,0,"cedar"
14,0.652045,1,"cedar"
25,0.652045,1,"paper birch"
32,0.652045,1,"paper birch"
13.5,0.653243,1,"cedar"
20,0.653243,1,"cedar"
35,0.653243,1,"paper birch"
34,0.653243,1,"paper birch"
26,0.653384,1,"aspen"
6,0.653384,0,"black spruce"
8,0.653384,0,"black spruce"
12,0.653384,1,"jackpine"
15,0.653689,1,"cedar"
12,0.653689,1,"cedar"
11,0.653689,1,"cedar"
19,0.653689,0,"red pine"
12,0.653689,0,"red pine"
11,0.653689,0,"red pine"
12,0.653689,1,"red pine"
14,0.653689,1,"red pine"
9,0.653722,1,"black spruce"
16,0.653722,1,"cedar"
11,0.653722,0,"cedar"
14,0.653722,1,"cedar"
11,0.653722,1,"cedar"
8,0.653722,0,"cedar"
9,0.653722,1,"cedar"
8,0.653722,0,"cedar"
33,0.653722,1,"paper birch"
14,0.653722,0,"red pine"
17,0.653722,0,"red pine"
12,0.653722,0,"red pine"
16,0.655967,1,"black spruce"
13,0.655967,1,"cedar"
32,0.655967,1,"paper birch"
9,0.655967,1,"red pine"
6,0.655967,0,"red pine"
7,0.655979,0,"black spruce"
6,0.655979,0,"black spruce"
5,0.655979,0,"black spruce"
7,0.655979,0,"cedar"
15,0.655979,1,"cedar"
24,0.657143,1,"aspen"
29,0.657143,0,"aspen"
30,0.657143,0,"aspen"
15,0.657143,1,"black spruce"
12,0.657143,0,"cedar"
9,0.658442,0,"cedar"
11,0.658442,1,"cedar"
18,0.658442,1,"paper birch"
23,0.658442,1,"paper birch"
22,0.658442,1,"paper birch"
16,0.658442,1,"paper birch"
17,0.658442,1,"paper birch"
12,0.658442,1,"paper birch"
8,0.658482,0,"cedar"
14,0.658482,1,"cedar"
9,0.658482,1,"cedar"
10,0.658482,0,"red pine"
8,0.658482,1,"red maple"
11,0.658482,0,"red maple"
12,0.658482,0,"red maple"
14,0.658482,0,"red maple"
15,0.65926,1,"cedar"
14,0.65926,1,"cedar"
14,0.65926,1,"cedar"
37,0.65926,1,"paper birch"
32,0.65926,1,"paper birch"
32,0.660175,1,"aspen"
16,0.660175,1,"aspen"
22,0.660175,0,"aspen"
18,0.660175,1,"aspen"
24,0.660175,1,"aspen"
20,0.660175,1,"aspen"
16,0.660175,1,"aspen"
24,0.660175,1,"aspen"
18,0.660175,1,"black spruce"
10,0.660605,1,"cedar"
12,0.660605,1,"cedar"
12,0.660605,0,"cedar"
8,0.662489,0,"black spruce"
15,0.662489,1,"black spruce"
10,0.662489,0,"black spruce"
25,0.662489,0,"red pine"
9,0.662489,0,"red maple"
15,0.662965,1,"cedar"
13,0.66314,1,"aspen"
19,0.66314,1,"aspen"
21,0.66314,1,"aspen"
22,0.66314,1,"aspen"
20,0.66314,1,"aspen"
11,0.663976,1,"cedar"
15,0.663976,1,"cedar"
20,0.664044,1,"aspen"
24,0.664044,1,"aspen"
11,0.664044,1,"cedar"
9,0.664044,0,"jackpine"
8,0.664813,0,"cedar"
18,0.666723,1,"aspen"
12,0.669326,1,"aspen"
30,0.669326,1,"aspen"
28,0.669326,1,"aspen"
27,0.669326,1,"aspen"
26,0.669326,0,"aspen"
21,0.669579,1,"aspen"
21,0.669579,1,"aspen"
14,0.669579,1,"aspen"
15,0.669579,1,"aspen"
22,0.669579,1,"aspen"
23,0.669579,1,"aspen"
25,0.669579,1,"aspen"
23,0.669579,1,"aspen"
15,0.669579,1,"aspen"
12,0.669579,1,"black spruce"
25.5,0.669579,1,"paper birch"
24,0.669579,1,"paper birch"
24,0.669579,1,"paper birch"
11,0.670223,1,"black spruce"
14,0.670223,1,"cedar"
35,0.670223,1,"paper birch"
18,0.670223,1,"paper birch"
23,0.670223,1,"paper birch"
11,0.670223,1,"red pine"
14,0.670223,0,"red pine"
15,0.670223,1,"red pine"
12,0.671354,1,"black spruce"
6,0.671354,0,"red pine"
8,0.671354,0,"red pine"
27,0.672319,1,"aspen"
17.5,0.673027,1,"cedar"
18,0.673027,1,"cedar"
15,0.673027,1,"cedar"
21,0.673027,1,"cedar"
12,0.673027,1,"cedar"
19,0.673027,1,"cedar"
13.5,0.673027,1,"red pine"
11.5,0.673027,1,"red pine"
12,0.673027,1,"red pine"
17,0.673027,0,"red pine"
24,0.676434,1,"aspen"
20,0.676434,1,"aspen"
22,0.676434,1,"aspen"
31,0.676434,1,"aspen"
16,0.676434,1,"black spruce"
14,0.676434,1,"black spruce"
14,0.676434,1,"cedar"
15,0.676434,1,"cedar"
19,0.676434,1,"paper birch"
17,0.676434,1,"red pine"
26,0.676434,1,"red pine"
19,0.676434,1,"red pine"
32,0.676905,1,"aspen"
32,0.677028,1,"aspen"
9.5,0.677028,1,"black spruce"
23,0.677028,0,"black spruce"
28,0.677028,1,"cedar"
26,0.677028,1,"cedar"
22,0.677028,0,"paper birch"
7,0.680563,1,"cedar"
9,0.680563,1,"cedar"
5,0.680563,0,"cedar"
7,0.680563,1,"cedar"
11,0.681727,0,"black spruce"
29,0.681727,1,"paper birch"
15,0.682017,1,"black spruce"
14,0.682017,0,"red pine"
17,0.682017,0,"red pine"
14,0.682017,0,"red pine"
14,0.683177,1,"aspen"
32,0.683177,0,"aspen"
12,0.683177,1,"black spruce"
11,0.683177,1,"cedar"
16,0.683177,1,"cedar"
15,0.683177,1,"cedar"
16,0.683177,1,"cedar"
19,0.683991,1,"aspen"
12,0.683991,1,"cedar"
19,0.683991,1,"paper birch"
25.5,0.683991,1,"paper birch"
18.5,0.683991,1,"paper birch"
9,0.684129,0,"black spruce"
10,0.684129,0,"black spruce"
7,0.684129,0,"black spruce"
8.5,0.684129,1,"black spruce"
6,0.684129,0,"red pine"
23,0.684928,1,"aspen"
22,0.684928,1,"aspen"
22,0.684928,1,"aspen"
20,0.684928,1,"aspen"
10,0.684928,1,"cedar"
10,0.684995,1,"black spruce"
20,0.685514,1,"cedar"
28,0.685514,1,"red pine"
14,0.68605,1,"cedar"
18,0.68605,1,"paper birch"
21,0.68605,1,"paper birch"
20,0.68605,1,"paper birch"
10,0.68605,0,"red pine"
16,0.68605,0,"red pine"
15,0.689427,1,"aspen"
14,0.689427,1,"cedar"
14,0.689427,1,"cedar"
11,0.689427,1,"cedar"
24,0.689427,1,"paper birch"
16,0.690015,1,"cedar"
15,0.690859,1,"cedar"
17,0.690859,1,"cedar"
15,0.690859,1,"cedar"
14,0.690859,1,"cedar"
20,0.690859,1,"paper birch"
16,0.692772,1,"black spruce"
21,0.69421,1,"cedar"
13,0.69421,1,"cedar"
9,0.69421,0,"red pine"
13,0.695542,1,"aspen"
20,0.695542,1,"aspen"
13,0.695542,1,"cedar"
22,0.695542,1,"cedar"
20,0.695542,1,"paper birch"
21,0.695542,1,"paper birch"
11,0.696373,1,"cedar"
14,0.696373,1,"cedar"
14,0.696373,1,"cedar"
8,0.696373,0,"cedar"
15,0.696512,1,"cedar"
16,0.696512,1,"cedar"
17,0.696512,1,"paper birch"
22,0.696512,1,"paper birch"
26,0.696512,1,"paper birch"
21,0.696512,1,"paper birch"
17,0.696512,1,"paper birch"
16,0.696512,0,"paper birch"
21,0.697166,1,"aspen"
15,0.697166,1,"aspen"
6,0.697166,0,"black spruce"
14,0.697166,1,"cedar"
18,0.698172,1,"black spruce"
13,0.698172,1,"cedar"
15,0.698556,1,"cedar"
14,0.698556,1,"cedar"
23,0.698556,1,"paper birch"
24,0.698556,1,"paper birch"
13,0.699792,1,"black spruce"
10,0.699792,1,"black spruce"
14,0.699792,0,"cedar"
25,0.699792,1,"paper birch"
11,0.699792,1,"paper birch"
15,0.699792,1,"paper birch"
20,0.699792,1,"paper birch"
24,0.699792,1,"paper birch"
6,0.700325,0,"black spruce"
13,0.700325,1,"black spruce"
13,0.700325,1,"cedar"
11,0.700325,1,"cedar"
13,0.700325,1,"cedar"
6,0.700325,1,"cedar"
27,0.700325,1,"cedar"
9,0.700325,0,"red pine"
6,0.701091,0,"black spruce"
7,0.701091,0,"cedar"
10,0.701091,0,"cedar"
12,0.701091,0,"cedar"
8,0.701091,0,"red pine"
15,0.701091,0,"red pine"
9,0.701091,0,"red pine"
5,0.705846,0,"black spruce"
5,0.705846,0,"black spruce"
5,0.705846,0,"black spruce"
24,0.706464,0,"red pine"
20.5,0.70698,1,"aspen"
10,0.70698,1,"cedar"
24,0.70698,0,"red pine"
14,0.70698,1,"red pine"
13,0.70698,1,"red pine"
10.5,0.707828,1,"black spruce"
18,0.707828,1,"black spruce"
8,0.712619,0,"black spruce"
8,0.712619,0,"red pine"
12,0.712619,0,"red pine"
19,0.712619,0,"red pine"
21,0.716054,1,"aspen"
8,0.716054,0,"balsam fir"
16,0.716054,1,"black spruce"
9,0.716054,1,"black spruce"
15,0.716531,1,"cedar"
22,0.716531,1,"cedar"
20,0.716531,0,"jackpine"
25,0.716531,1,"paper birch"
32,0.716531,1,"paper birch"
5.5,0.717459,0,"black spruce"
12,0.718929,0,"black spruce"
10,0.718929,1,"black spruce"
11,0.718929,1,"black spruce"
31,0.722028,1,"aspen"
31,0.722028,1,"aspen"
14,0.722028,1,"cedar"
25,0.722028,1,"paper birch"
15,0.722028,1,"paper birch"
19,0.722443,1,"cedar"
24,0.722443,1,"paper birch"
18,0.726563,1,"black spruce"
12,0.726563,1,"black spruce"
23,0.726563,1,"paper birch"
16,0.726563,0,"red pine"
15,0.726563,1,"red pine"
9,0.727462,0,"cedar"
15,0.727462,1,"cedar"
35.5,0.727848,1,"aspen"
16.5,0.727848,1,"cedar"
34.5,0.727848,1,"paper birch"
16,0.730715,1,"cedar"
24,0.730715,1,"paper birch"
17,0.730715,1,"paper birch"
10,0.730738,1,"black spruce"
11,0.730738,0,"cedar"
10,0.730738,1,"cedar"
14,0.730738,1,"cedar"
10,0.730738,1,"cedar"
21,0.730738,1,"cedar"
9,0.730738,1,"cedar"
9,0.730738,1,"cedar"
9,0.730738,1,"cedar"
8,0.730738,1,"cedar"
14,0.730738,1,"paper birch"
16,0.734733,1,"red pine"
19,0.734733,0,"red pine"
15,0.734733,0,"red pine"
20,0.734733,1,"red pine"
20.5,0.734733,1,"red pine"
18,0.734733,1,"red pine"
17,0.734733,1,"red pine"
10,0.735708,1,"black spruce"
23,0.735708,1,"paper birch"
22,0.735708,1,"red pine"
26,0.735708,1,"red pine"
25,0.735708,1,"red pine"
16,0.737326,1,"aspen"
28,0.737326,1,"aspen"
33,0.737326,1,"aspen"
25,0.737326,1,"aspen"
24,0.737326,1,"cedar"
15,0.737326,1,"cedar"
11,0.73741,1,"black spruce"
16,0.73741,1,"cedar"
15,0.73741,1,"cedar"
21,0.73741,1,"cedar"
9,0.73741,1,"cedar"
18,0.73741,1,"paper birch"
32,0.73741,1,"paper birch"
28.5,0.738296,1,"cedar"
8,0.739292,1,"aspen"
6,0.739292,1,"aspen"
9,0.739292,1,"black spruce"
20,0.739292,0,"cedar"
12,0.739292,1,"cedar"
13,0.739292,1,"cedar"
5,0.739292,0,"red maple"
17,0.740107,1,"cedar"
12.5,0.745154,1,"aspen"
20.5,0.745154,1,"cedar"
17.5,0.745154,1,"paper birch"
20.5,0.745154,1,"paper birch"
25,0.745154,1,"paper birch"
21,0.745154,0,"paper birch"
28.5,0.749806,1,"aspen"
11.5,0.749806,0,"balsam fir"
14,0.749806,0,"balsam fir"
21,0.749806,0,"balsam fir"
12,0.749806,1,"balsam fir"
15,0.749806,0,"balsam fir"
21,0.749806,1,"balsam fir"
14,0.749806,1,"balsam fir"
15.5,0.749806,0,"balsam fir"
17,0.751591,0,"aspen"
7,0.751591,0,"aspen"
7,0.751591,0,"black spruce"
6,0.751591,0,"black spruce"
22.5,0.751713,1,"aspen"
24,0.751713,1,"aspen"
25,0.751713,1,"aspen"
27,0.751713,1,"aspen"
23,0.751713,1,"aspen"
23,0.751713,1,"aspen"
7,0.751974,1,"black spruce"
22.5,0.751974,1,"black spruce"
19,0.751974,1,"black spruce"
24.5,0.751974,1,"cedar"
33.5,0.751974,1,"paper birch"
18,0.753469,1,"cedar"
20,0.753469,0,"paper birch"
18,0.753912,0,"aspen"
20,0.753912,0,"aspen"
16,0.753912,0,"aspen"
26,0.755243,1,"aspen"
29.5,0.755243,1,"aspen"
21,0.755243,1,"aspen"
23,0.755243,1,"aspen"
15,0.755243,1,"aspen"
21,0.755243,1,"cedar"
14,0.755243,0,"red maple"
35,0.757207,1,"aspen"
38,0.757207,1,"aspen"
9,0.757207,1,"black spruce"
40,0.757207,1,"jackpine"
16,0.759117,1,"black spruce"
12,0.759117,1,"cedar"
12,0.759117,1,"cedar"
13,0.759117,1,"cedar"
8,0.759117,1,"cedar"
24,0.759117,1,"paper birch"
24,0.759117,1,"paper birch"
12,0.759117,0,"red pine"
10,0.759117,0,"red pine"
32,0.761207,1,"paper birch"
22,0.761207,1,"paper birch"
23,0.761207,1,"paper birch"
28,0.761207,1,"paper birch"
13,0.761207,1,"red pine"
14,0.761207,0,"red pine"
11,0.761207,1,"red pine"
23,0.763639,1,"paper birch"
18,0.76546,1,"black spruce"
18,0.76546,1,"cedar"
24,0.76546,1,"paper birch"
33,0.76546,1,"paper birch"
11,0.76546,0,"red pine"
23,0.765538,1,"cedar"
32,0.766252,1,"aspen"
25,0.766252,1,"aspen"
10,0.766252,0,"black spruce"
16,0.766252,0,"red pine"
7,0.766252,0,"red pine"
8,0.766848,0,"black spruce"
10.5,0.766848,0,"black spruce"
13,0.766848,1,"black spruce"
6.5,0.766848,1,"black spruce"
34.5,0.766848,1,"red pine"
48,0.766848,1,"black ash"
20,0.766936,1,"paper birch"
22,0.766936,1,"paper birch"
7,0.766936,0,"red pine"
23,0.770371,1,"paper birch"
12,0.770371,1,"paper birch"
16,0.775932,1,"cedar"
33,0.775932,1,"paper birch"
18.5,0.777446,1,"aspen"
16.5,0.777446,1,"aspen"
13.5,0.777446,1,"cedar"
35,0.777446,1,"black ash"
18,0.777892,0,"aspen"
18,0.777892,1,"cedar"
25,0.778154,1,"aspen"
17,0.778154,1,"aspen"
14,0.778154,1,"black spruce"
8,0.778154,1,"cedar"
12,0.778154,1,"cedar"
19,0.778154,1,"cedar"
7,0.780663,0,"black spruce"
13,0.780663,1,"black spruce"
13,0.780663,1,"black spruce"
11,0.780663,1,"cedar"
32,0.782438,1,"aspen"
30,0.782438,1,"aspen"
30,0.782438,1,"aspen"
32,0.782438,1,"aspen"
18,0.782438,1,"black spruce"
20,0.782438,1,"cedar"
20,0.782438,1,"cedar"
7,0.78717,0,"cedar"
8,0.78717,0,"cedar"
9,0.78717,0,"red pine"
38,0.790094,1,"aspen"
17,0.790498,1,"aspen"
5,0.790498,0,"black spruce"
5,0.790498,0,"cedar"
10,0.790562,1,"black spruce"
6,0.790562,0,"black spruce"
5,0.790562,0,"black spruce"
6,0.790562,0,"black spruce"
7,0.790562,0,"cedar"
5,0.790562,0,"cedar"
11,0.790562,0,"cedar"
16,0.794325,1,"black spruce"
27,0.794325,1,"paper birch"
32,0.795092,1,"black spruce"
17,0.795092,0,"cedar"
13,0.795092,1,"cedar"
34,0.801696,1,"aspen"
6,0.801696,1,"red pine"
8,0.807768,0,"cedar"
8,0.807768,0,"cedar"
32,0.807768,1,"paper birch"
18,0.80799,1,"aspen"
25,0.80799,1,"aspen"
5,0.80799,1,"black spruce"
9,0.80799,1,"black spruce"
15,0.80799,1,"cedar"
32,0.809389,0,"aspen"
19,0.809389,1,"cedar"
25,0.809389,1,"cedar"
10,0.812692,0,"red maple"
17,0.812692,1,"red maple"
12,0.812692,1,"red maple"
20,0.814965,1,"cedar"
28,0.814965,1,"paper birch"
29,0.814965,1,"paper birch"
29,0.815376,1,"aspen"
33,0.815376,1,"aspen"
24,0.815376,1,"aspen"
20,0.815376,1,"black spruce"
20,0.815376,1,"cedar"
22,0.815376,1,"cedar"
13,0.815376,1,"cedar"
28,0.815376,1,"paper birch"
36,0.817479,1,"aspen"
15,0.819013,0,"red pine"
9,0.819013,0,"red pine"
30.5,0.819013,1,"black ash"
13,0.821372,1,"cedar"
16,0.821372,1,"cedar"
15,0.821372,1,"cedar"
11,0.821372,1,"cedar"
14,0.821372,1,"cedar"
11,0.830039,1,"black spruce"
19,0.830039,1,"cedar"
7,0.830039,1,"red maple"
16.5,0.830039,1,"red maple"
13,0.830039,1,"red maple"
10,0.830039,1,"red maple"
7.5,0.830039,1,"red maple"
16,0.831795,1,"cedar"
11,0.831795,1,"cedar"
11,0.831795,1,"paper birch"
9,0.831795,0,"red pine"
14,0.833468,1,"black spruce"
27,0.833468,1,"black spruce"
32,0.833468,1,"cedar"
11,0.833468,0,"red maple"
19,0.833468,0,"red maple"
18,0.833468,0,"red maple"
10,0.833468,0,"red maple"
5,0.833468,0,"red maple"
19,0.833468,0,"red maple"
19,0.833468,1,"red maple"
9,0.833593,0,"cedar"
8,0.833593,0,"cedar"
8,0.833593,0,"cedar"
18,0.833593,1,"cedar"
13,0.83518,1,"cedar"
10.5,0.83518,1,"cedar"
19,0.83518,1,"cedar"
28,0.83518,1,"jackpine"
40,0.83518,1,"jackpine"
22.5,0.83518,1,"jackpine"
16,0.83518,1,"jackpine"
27,0.83518,1,"jackpine"
10.5,0.83518,1,"red pine"
17,0.842422,1,"black spruce"
12,0.842422,1,"black spruce"
15,0.842422,1,"cedar"
11,0.842878,1,"black spruce"
11,0.842878,1,"black spruce"
12,0.842878,1,"cedar"
15,0.847198,1,"black spruce"
15,0.847198,1,"black spruce"
11,0.847198,1,"black spruce"
17,0.847198,1,"cedar"
14,0.847198,0,"red maple"
20,0.847198,1,"red maple"
13,0.847198,0,"red maple"
16,0.847198,1,"red maple"
31,0.84748,1,"aspen"
28,0.84748,1,"aspen"
29,0.84748,1,"aspen"
22,0.84748,1,"aspen"
12,0.84748,1,"cedar"
14,0.849462,1,"black spruce"
14,0.849462,1,"black spruce"
20,0.849462,1,"black spruce"
22,0.849462,1,"cedar"
30,0.849462,1,"cedar"
13,0.850571,1,"black spruce"
11,0.850571,1,"black spruce"
6,0.850571,0,"black spruce"
10,0.850571,1,"black spruce"
26,0.850571,1,"black ash"
51.5,0.852625,1,"black ash"
34,0.854798,1,"aspen"
25,0.854798,1,"aspen"
20,0.854798,1,"aspen"
18,0.854798,1,"cedar"
21,0.854798,1,"cedar"
16,0.854798,1,"cedar"
12,0.854798,1,"red pine"
38,0.85532,1,"aspen"
36,0.85532,1,"aspen"
26,0.85532,0,"aspen"
18,0.85532,1,"black spruce"
21,0.85532,1,"black spruce"
22,0.857642,1,"cedar"
24,0.857642,1,"paper birch"
25.5,0.857642,0,"black ash"
5.5,0.859409,1,"black spruce"
21,0.859409,1,"black spruce"
52,0.859409,1,"black ash"
25,0.860065,0,"aspen"
38,0.860065,1,"paper birch"
22,0.860065,1,"paper birch"
14,0.860065,0,"red maple"
27,0.862392,1,"aspen"
24,0.862392,1,"aspen"
